peakN	Chr	Start	End	Strand	Length	Arm_P14_Day30_H3K9me3_Rep1_S3	Arm_P14_Day30_H3K9me3_Rep2_S4	Arm_P14_Day30_H3K9me3_Rep3_S1	Arm_P14_Day30_H3K9me3_Rep4_S2
peak22655	chr18	62286530	62293622	.	7093	69.84	80.21	106.45	96.75
peak22656	chr18	62360745	62363967	.	3223	23.28	20.83	23.25	27.64
peak22657	chr18	62616949	62629218	.	12270	105.38	104.17	106.45	107.12
peak22660	chr18	62812333	62819901	.	7569	19.61	15.63	18.35	21.88
peak22661	chr18	62874110	62877165	.	3056	17.15	11.46	19.58	13.82
peak22662	chr18	63003193	63007489	.	4297	19.61	15.63	17.13	20.73
peak22663	chr18	63021552	63572565	.	551014	8334.76	8464.8	8401.97	8345.93
peak22664	chr18	63577938	63589551	.	11614	79.65	68.75	85.65	59.89
peak22665	chr18	63592442	63606870	.	14429	112.73	83.34	102.78	87.54
peak22666	chr18	63614382	63622958	.	8577	26.96	21.88	15.91	24.19
peak22667	chr18	63628335	63641220	.	12886	82.1	50	61.18	63.35
peak22668	chr18	63911526	63917371	.	5846	66.17	70.84	78.31	61.05
peak22669	chr18	63988173	64314315	.	326143	4728.58	4589.7	4573.55	4752.32
peak22671	chr18	64721376	64728657	.	7282	31.86	25	20.8	33.4
peak22672	chr18	65110217	65112839	.	2623	12.25	15.63	11.01	13.82
peak22674	chr18	65331818	65336951	.	5134	18.38	30.21	23.25	27.64
peak22675	chr18	65381680	65384885	.	3206	9.8	9.38	14.68	11.52
peak22676	chr18	65400134	65405002	.	4869	74.75	90.63	88.09	92.14
peak22677	chr18	65482158	65488706	.	6549	28.18	17.71	24.47	14.97
peak22678	chr18	65492581	65494664	.	2084	22.06	18.75	17.13	24.19
peak22679	chr18	65716795	65719223	.	2429	31.86	20.83	31.81	32.25
peak22680	chr18	65772494	65774628	.	2135	12.25	14.58	14.68	14.97
peak22682	chr18	65842923	65844799	.	1877	9.8	8.33	8.56	3.46
peak22683	chr18	65906863	65908449	.	1587	9.8	14.58	13.46	14.97
peak22684	chr18	65973145	65974429	.	1285	14.7	13.54	14.68	18.43
peak22685	chr18	66056360	66059050	.	2691	31.86	16.67	18.35	13.82
peak22686	chr18	66109129	66122297	.	13169	98.03	82.29	96.66	103.66
peak22687	chr18	66124813	66139594	.	14782	87	90.63	106.45	96.75
peak22688	chr18	66142979	66186046	.	43068	370.05	366.68	392.75	398.52
peak22689	chr18	66189139	66245488	.	56350	427.64	490.64	469.83	490.67
peak22691	chr18	66309795	66314528	.	4734	24.51	27.08	23.25	23.04
peak22692	chr18	66433116	66434679	.	1564	13.48	13.54	11.01	12.67
peak22693	chr18	66480003	66481923	.	1921	23.28	35.42	26.92	34.55
peak22694	chr18	66519545	66521508	.	1964	13.48	8.33	12.24	9.21
peak22695	chr18	66542976	66548845	.	5870	85.77	96.88	63.62	73.72
peak22696	chr18	66558421	66565234	.	6814	17.15	20.83	22.02	21.88
peak22697	chr18	66572969	66582829	.	9861	64.94	66.67	56.28	59.89
peak22698	chr18	66592445	66604293	.	11849	62.49	47.92	68.52	61.05
peak22699	chr18	66612255	66859033	.	246779	3862.27	3918.85	3750.11	4024.38
peak22700	chr18	66861984	66965433	.	103450	1183.68	1206.28	1136.66	1204.78
peak22701	chr18	66969572	66973005	.	3434	24.51	26.04	26.92	27.64
peak22702	chr18	66977101	66980266	.	3166	25.73	28.13	17.13	19.58
peak22704	chr18	67015345	67018865	.	3521	14.7	14.58	12.24	17.28
peak22705	chr18	67073717	67081354	.	7638	154.39	155.21	139.48	145.13
peak22706	chr18	67217282	67219319	.	2038	23.28	22.92	31.81	18.43
peak22707	chr18	67304728	67308297	.	3570	17.15	17.71	13.46	12.67
peak22709	chr18	67426668	67427844	.	1177	9.8	12.5	23.25	12.67
peak22710	chr18	67485184	67487348	.	2165	9.8	13.54	12.24	9.21
peak22711	chr18	67641265	67642984	.	1720	20.83	23.96	17.13	16.13
peak22712	chr18	67914010	67917927	.	3918	34.31	43.75	30.59	38.01
peak22713	chr18	68073569	68080325	.	6757	75.97	65.63	42.82	58.74
peak22714	chr18	68151222	68152912	.	1691	23.28	19.79	30.59	21.88
peak22715	chr18	68165238	68166851	.	1614	11.03	9.38	11.01	12.67
peak22716	chr18	68173770	68175035	.	1266	15.93	13.54	25.69	14.97
peak22717	chr18	68187783	68193639	.	5857	31.86	20.83	22.02	16.13
peak22718	chr18	68327825	68333866	.	6042	47.79	62.5	50.16	57.59
peak22719	chr18	68381278	68387026	.	5749	71.07	67.71	64.85	70.26
peak22720	chr18	68412444	68419321	.	6878	153.17	118.75	97.88	156.64
peak22721	chr18	68424489	68425677	.	1189	9.8	10.42	11.01	17.28
peak22722	chr18	68459353	68463613	.	4261	29.41	37.5	28.14	39.16
peak22723	chr18	68475458	68481719	.	6262	85.77	97.92	81.98	105.97
peak22725	chr18	68534555	68536617	.	2063	12.25	8.33	17.13	20.73
peak22726	chr18	68563399	68567007	.	3609	12.25	20.83	25.69	14.97
peak22727	chr18	68587481	68595589	.	8109	30.63	56.25	36.71	39.16
peak22730	chr18	68617141	68621794	.	4654	25.73	28.13	33.04	25.34
peak22731	chr18	68622382	68635936	.	13555	52.69	57.29	59.95	62.2
peak22732	chr18	68646846	68663271	.	16426	78.42	77.09	88.09	62.2
peak22733	chr18	68692230	68750108	.	57879	248.74	238.55	318.12	289.1
peak22734	chr18	68670641	68691990	.	21350	82.1	81.25	104	97.9
peak22735	chr18	68755765	68824017	.	68253	372.5	351.05	402.54	332.87
peak22736	chr18	68833628	68844587	.	10960	35.53	25	40.38	27.64
peak22737	chr18	68850772	68867618	.	16847	46.56	43.75	48.94	38.01
peak22738	chr18	68868366	68883195	.	14830	35.53	37.5	63.62	41.46
peak22739	chr18	68891344	68898949	.	7606	28.18	25	40.38	28.79
peak22740	chr18	68901950	68910271	.	8322	20.83	30.21	40.38	28.79
peak22743	chr18	68958205	68962574	.	4370	8.58	12.5	7.34	13.82
peak22744	chr18	68979957	68993012	.	13056	75.97	65.63	63.62	69.11
peak22745	chr18	69012345	69019365	.	7021	24.51	21.88	22.02	17.28
peak22746	chr18	69030760	69047793	.	17034	99.25	89.59	100.33	63.35
peak22748	chr18	69239829	69247762	.	7934	35.53	35.42	37.93	47.22
peak22749	chr18	69274032	69277290	.	3259	15.93	21.88	14.68	13.82
peak22751	chr18	69734748	69738545	.	3798	31.86	19.79	13.46	23.04
peak22752	chr18	69746672	69752262	.	5591	30.63	27.08	37.93	38.01
peak22753	chr18	69756487	69774658	.	18172	136.01	118.75	108.89	119.79
peak22754	chr18	69775043	69892583	.	117541	1039.09	1003.15	1088.94	1059.65
peak22755	chr18	69903581	69913981	.	10401	68.62	67.71	64.85	84.08
peak22756	chr18	69914773	70159042	.	244270	3151.57	3081.33	3052.7	3177.81
peak22757	chr18	70207028	70219833	.	12806	113.96	117.71	132.14	131.31
peak22758	chr18	70224123	70228897	.	4775	41.66	41.67	42.82	46.07
peak22759	chr18	70233125	70247239	.	14115	116.41	93.75	108.89	105.97
peak22760	chr18	70247943	70255514	.	7572	60.04	39.58	46.49	34.55
peak22761	chr18	70258575	70269895	.	11321	78.42	57.29	74.64	70.26
peak22762	chr18	70276232	70283677	.	7446	26.96	36.46	48.94	52.98
peak22763	chr18	70284224	70287315	.	3092	23.28	18.75	18.35	19.58
peak22764	chr18	70290468	70338458	.	47991	459.5	428.14	425.79	439.99
peak22765	chr18	70357194	70366083	.	8890	52.69	42.71	58.73	74.87
peak22766	chr18	70396168	70402250	.	6083	40.44	33.33	37.93	42.62
peak22767	chr18	70485270	70495688	.	10419	134.79	120.84	108.89	103.66
peak22768	chr18	70510213	70516021	.	5809	62.49	72.92	72.19	69.11
peak22770	chr18	70637338	70639306	.	1969	17.15	17.71	26.92	13.82
peak22771	chr18	70699901	70705467	.	5567	58.82	53.13	55.06	49.53
peak22772	chr18	70712108	70716608	.	4501	29.41	34.38	30.59	33.4
peak22773	chr18	70720379	70727137	.	6759	57.59	70.84	61.18	66.8
peak22774	chr18	70738041	70748863	.	10823	95.58	81.25	81.98	95.6
peak22775	chr18	70774784	70783310	.	8527	100.48	81.25	94.21	88.69
peak22776	chr18	70788545	70798706	.	10162	88.22	96.88	95.44	88.69
peak22777	chr18	70809261	70811963	.	2703	12.25	20.83	13.46	19.58
peak22778	chr18	70820709	70832036	.	11328	53.91	65.63	88.09	82.93
peak22779	chr18	70837788	70857342	.	19555	237.72	220.84	238.59	253.4
peak22781	chr18	70930876	70934798	.	3923	14.7	13.54	22.02	27.64
peak22782	chr18	70941161	71387259	.	446099	6141.4	6059.53	5961.03	6258.87
peak22783	chr18	71390828	72347740	.	956913	19932.59	19717.17	19505.48	19722.24
peak22784	chr18	72351388	73384250	.	1032863	19727.96	20333.85	19777.1	20425.99
peak22785	chr18	73397835	73407531	.	9697	80.87	75	64.85	81.78
peak22786	chr18	73409935	73427440	.	17506	106.6	102.09	116.24	119.79
peak22787	chr18	73679710	73687831	.	8122	77.2	81.25	72.19	63.35
peak22789	chr18	73883206	73887078	.	3873	22.06	16.67	22.02	19.58
peak22790	chr18	73912709	73919523	.	6815	45.34	69.79	56.28	62.2
peak22791	chr18	73976906	73983825	.	6920	40.44	35.42	39.15	35.71
peak22792	chr18	73989530	73996435	.	6906	42.89	57.29	46.49	54.13
peak22793	chr18	73998068	74031822	.	33755	269.57	296.88	291.2	263.76
peak22794	chr18	74047824	74055463	.	7640	60.04	56.25	46.49	57.59
peak22795	chr18	74077922	74082256	.	4335	33.08	35.42	34.26	34.55
peak22796	chr18	74086004	74133232	.	47229	374.95	366.68	363.39	387
peak22797	chr18	74147239	74152880	.	5642	46.56	40.63	34.26	34.55
peak22798	chr18	74159355	74165011	.	5657	45.34	40.63	45.27	44.92
peak22799	chr18	74224279	74228130	.	3852	51.46	65.63	61.18	41.46
peak22800	chr18	74232473	74235220	.	2748	11.03	14.58	17.13	6.91
peak22801	chr18	74256266	74267819	.	11554	237.72	254.17	225.13	237.27
peak22802	chr18	74288578	74299519	.	10942	77.2	75	63.62	92.14
peak22803	chr18	74309175	74317242	.	8068	61.27	45.83	48.94	65.65
peak22804	chr18	74320748	74327806	.	7059	30.63	37.5	39.15	34.55
peak22805	chr18	74331141	74347621	.	16481	167.87	156.25	146.82	169.31
peak22806	chr18	74353223	74381088	.	27866	431.32	436.47	445.36	423.86
peak22807	chr18	74392914	74398031	.	5118	55.14	40.63	42.82	41.46
peak22808	chr18	74406711	74423857	.	17147	151.94	140.63	177.41	160.1
peak22809	chr18	74450700	74456135	.	5436	44.11	40.63	35.48	44.92
peak22810	chr18	74476541	74486960	.	10420	83.32	82.29	70.96	66.8
peak22812	chr18	74496314	74542534	.	46221	340.64	369.8	332.8	354.75
peak22813	chr18	74550908	74571619	.	20712	107.83	125	145.6	165.86
peak22814	chr18	74574960	74582603	.	7644	44.11	37.5	35.48	31.1
peak22815	chr18	74589338	74606397	.	17060	99.25	101.04	102.78	97.9
peak22816	chr18	74746152	74758534	.	12383	115.18	121.88	126.02	134.76
peak22817	chr18	74762293	74765397	.	3105	47.79	57.29	28.14	40.31
peak22818	chr18	74925354	74927064	.	1711	18.38	18.75	14.68	13.82
peak22819	chr18	74931874	74936041	.	4168	37.99	40.63	35.48	25.34
peak22820	chr18	75470974	75474895	.	3922	17.15	6.25	6.12	10.37
peak22822	chr18	75744961	75746351	.	1391	7.35	5.21	7.34	5.76
peak22823	chr18	75753730	75755547	.	1818	18.38	17.71	13.46	8.06
peak22824	chr18	75790371	75794191	.	3821	26.96	23.96	28.14	35.71
peak22825	chr18	75878996	75892279	.	13284	115.18	106.25	123.58	104.81
peak22826	chr18	75897570	75908089	.	10520	50.24	65.63	46.49	59.89
peak22827	chr18	75909674	75914276	.	4603	29.41	22.92	34.26	23.04
peak22828	chr18	75923112	75932916	.	9805	29.41	30.21	45.27	49.53
peak22829	chr18	75967613	75975451	.	7839	25.73	29.17	24.47	41.46
peak22830	chr18	75979461	75988040	.	8580	49.01	54.17	62.4	49.53
peak22831	chr18	76003136	76007894	.	4759	22.06	30.21	23.25	25.34
peak22832	chr18	76013005	76016228	.	3224	18.38	17.71	26.92	13.82
peak22833	chr18	76023286	76029674	.	6389	33.08	22.92	22.02	18.43
peak22834	chr18	76098254	76101038	.	2785	18.38	22.92	19.58	18.43
peak22835	chr18	76101921	76122576	.	20656	134.79	128.13	154.16	117.48
peak22836	chr18	76177899	76186698	.	8800	67.39	56.25	57.51	78.32
peak22837	chr18	76211807	76213612	.	1806	9.8	10.42	11.01	9.21
peak22838	chr18	76316880	76318274	.	1395	18.38	20.83	22.02	20.73
peak22839	chr18	76363675	76370484	.	6810	78.42	81.25	96.66	100.21
peak22840	chr18	76393115	76480426	.	87312	1031.74	990.65	1071.81	1048.14
peak22841	chr18	76530524	76541352	.	10829	91.9	82.29	95.44	79.47
peak22842	chr18	76547310	76842661	.	295352	5163.58	5265.76	5274.63	5329.37
peak22843	chr18	77062842	77064437	.	1596	23.28	20.83	18.35	18.43
peak22844	chr18	77087721	77093287	.	5567	71.07	79.17	67.29	65.65
peak22846	chr18	77215834	77260464	.	44631	308.79	320.84	326.68	322.5
peak22847	chr18	77261329	77276334	.	15006	117.63	120.84	112.56	114.03
peak22848	chr18	77279248	77315988	.	36741	272.03	257.3	300.99	245.33
peak22849	chr18	77319594	77488616	.	169023	2073.27	2072.97	2048.19	2080.15
peak22851	chr18	77493622	77524706	.	31085	223.01	222.92	236.14	241.88
peak22852	chr18	77536189	77541023	.	4835	51.46	36.46	50.16	43.77
peak22853	chr18	77587849	77590324	.	2476	19.61	16.67	26.92	13.82
peak22854	chr18	77614452	77617405	.	2954	40.44	33.33	36.71	33.4
peak22856	chr18	77749665	77751184	.	1520	9.8	12.5	12.24	6.91
peak22857	chr18	77964294	77965927	.	1634	15.93	11.46	23.25	16.13
peak22858	chr18	77999367	78000798	.	1432	9.8	10.42	8.56	12.67
peak22859	chr18	78361626	78368629	.	7004	44.11	53.13	37.93	43.77
peak22860	chr18	78369004	78381346	.	12343	79.65	76.04	94.21	71.41
peak22861	chr18	78384388	78402528	.	18141	122.53	113.54	112.56	97.9
peak22863	chr18	78412140	78432305	.	20166	175.22	185.42	187.2	208.48
peak22864	chr18	78448901	78456627	.	7727	45.34	35.42	39.15	42.62
peak22865	chr18	78568077	78571809	.	3733	31.86	15.63	19.58	26.49
peak22866	chr18	78694836	78705477	.	10642	129.89	117.71	106.45	116.33
peak22867	chr18	78749777	78756508	.	6732	47.79	31.25	41.6	33.4
peak22868	chr18	78764179	78771981	.	7803	44.11	56.25	39.15	57.59
peak22869	chr18	78774864	78783892	.	9029	91.9	65.63	72.19	77.17
peak22870	chr18	78858978	78867704	.	8727	105.38	109.38	105.22	109.42
peak22872	chr18	79001846	79003450	.	1605	6.13	7.29	2.45	3.46
peak22873	chr18	79160247	79165337	.	5091	44.11	40.63	44.05	40.31
peak22874	chr18	79329912	79333346	.	3435	45.34	43.75	35.48	27.64
peak22875	chr18	79353454	79365518	.	12065	116.41	100	83.2	115.18
peak22876	chr18	79418001	79426374	.	8374	79.65	89.59	90.54	73.72
peak22877	chr18	79476078	79483023	.	6946	19.61	23.96	12.24	29.95
peak22878	chr18	79507565	79513979	.	6415	88.22	132.3	96.66	100.21
peak22879	chr18	79567558	79570756	.	3199	11.03	7.29	11.01	12.67
peak22880	chr18	79602334	79609725	.	7392	52.69	58.33	50.16	50.68
peak22881	chr18	79639461	79646677	.	7217	71.07	67.71	75.86	76.02
peak22883	chr18	79678379	79684320	.	5942	44.11	43.75	46.49	51.83
peak22884	chr18	79689074	79713472	.	24399	292.86	304.17	378.07	314.44
peak22885	chr18	79715084	79757195	.	42112	371.28	365.63	407.43	384.7
peak22886	chr18	79762372	79786122	.	23751	187.48	200.01	208	176.23
peak22887	chr18	79793392	79798804	.	5413	24.51	22.92	28.14	26.49
peak22888	chr18	79804397	79838096	.	33700	355.35	327.09	332.8	327.11
peak22889	chr18	79850486	79857643	.	7158	33.08	47.92	59.95	29.95
peak22890	chr18	79866281	79872592	.	6312	39.21	29.17	39.15	27.64
peak22891	chr18	79876920	79880171	.	3252	20.83	21.88	19.58	23.04
peak22892	chr18	79899638	79904337	.	4700	20.83	21.88	20.8	16.13
peak22893	chr18	79911427	79924135	.	12709	62.49	72.92	78.31	69.11
peak22894	chr18	79929778	79933663	.	3886	25.73	22.92	15.91	24.19
peak22895	chr18	80155420	80159386	.	3967	101.7	94.79	81.98	80.63
peak22896	chr18	80307700	80309386	.	1687	17.15	16.67	22.02	16.13
peak22897	chr18	80381041	80383590	.	2550	1.23	5.21	8.56	10.37
peak22898	chr18	80506126	80518401	.	12276	154.39	178.13	168.85	140.52
peak22899	chr18	80880213	80888078	.	7866	78.42	65.63	84.42	95.6
peak22900	chr18	80915252	80916798	.	1547	15.93	21.88	20.8	11.52
peak22901	chr18	81036008	81037513	.	1506	4.9	2.08	1.22	5.76
peak22902	chr18	81059825	81063232	.	3408	8.58	9.38	11.01	19.58
peak22903	chr18	81069678	81073197	.	3520	12.25	16.67	18.35	13.82
peak22904	chr18	81138276	81147690	.	9415	55.14	65.63	61.18	71.41
peak22905	chr18	81287354	81290578	.	3225	68.62	64.58	67.29	72.56
peak22906	chr18	81299743	81306162	.	6420	67.39	69.79	57.51	51.83
peak22907	chr18	81427253	81435066	.	7814	44.11	37.5	52.61	46.07
peak22908	chr18	81696137	81700130	.	3994	45.34	35.42	40.38	31.1
peak22909	chr18	81708137	81714699	.	6563	45.34	40.63	48.94	46.07
peak22911	chr18	81863437	81864957	.	1521	18.38	14.58	14.68	6.91
peak22912	chr18	81976526	81979040	.	2515	19.61	17.71	28.14	12.67
peak22913	chr18	82034885	82040219	.	5335	30.63	38.54	26.92	38.01
peak22914	chr18	82046041	82075572	.	29532	211.98	211.46	225.13	229.21
peak22915	chr18	82082064	82089320	.	7257	34.31	42.71	40.38	28.79
peak22916	chr18	82107116	82116849	.	9734	56.37	45.83	57.51	61.05
peak22918	chr18	82123762	82134348	.	10587	63.72	75	48.94	58.74
peak22919	chr18	82138649	82143114	.	4466	50.24	36.46	57.51	38.01
peak22920	chr18	82146018	82171053	.	25036	112.73	142.71	178.64	138.22
peak22921	chr18	82220961	82238502	.	17542	165.42	155.21	203.11	165.86
peak22922	chr18	82261230	82282346	.	21117	139.69	130.21	159.06	137.06
peak22923	chr18	82295794	82298265	.	2472	11.03	26.04	20.8	13.82
peak22924	chr18	82447028	82454409	.	7382	17.15	16.67	9.79	13.82
peak22925	chr18	82694715	82703513	.	8799	77.2	94.79	47.72	81.78
peak22926	chr18	83033250	83037313	.	4064	15.93	9.38	19.58	13.82
peak22928	chr18	83086856	83697637	.	610782	7413.3	7373.11	7649.5	6794.46
peak22929	chr18	83699249	83768009	.	68761	495.04	472.93	540.8	461.87
peak22930	chr18	83769039	83783394	.	14356	55.14	69.79	85.65	65.65
peak22931	chr18	83785201	83803519	.	18319	74.75	85.42	117.46	81.78
peak22932	chr18	83819687	83826615	.	6929	31.86	28.13	33.04	14.97
peak22933	chr18	83835175	83847166	.	11992	75.97	42.71	68.52	44.92
peak22934	chr18	83849789	83852615	.	2827	7.35	9.38	9.79	11.52
peak22935	chr18	83947230	83949306	.	2077	15.93	20.83	30.59	28.79
peak22936	chr18	84009929	84013185	.	3257	51.46	53.13	37.93	34.55
peak22937	chr18	84496249	84497696	.	1448	7.35	23.96	6.12	16.13
peak22938	chr18	84510330	84512952	.	2623	71.07	63.54	47.72	67.96
peak22939	chr18	84557163	84558848	.	1686	22.06	17.71	24.47	14.97
peak22940	chr18	84604073	84611974	.	7902	80.87	69.79	72.19	72.56
peak22941	chr18	84714280	84715760	.	1481	9.8	19.79	7.34	9.21
peak22942	chr18	84828968	84834461	.	5494	42.89	40.63	44.05	46.07
peak22943	chr18	84984785	85007821	.	23037	200.96	221.88	203.11	187.74
peak22944	chr18	85010833	86392642	.	1381810	27448.82	27521.54	26917.61	27872.37
peak22945	chr18	86397583	86487240	.	89658	1458.15	1462.54	1520.85	1519.22
peak22946	chr18	86495659	86709877	.	214219	3517.95	3515.72	3394.07	3521.05
peak22947	chr18	86713717	88691223	.	1977507	38567.55	38393.69	37975.86	38215.52
peak22948	chr18	88695068	88700604	.	5537	45.34	32.29	47.72	36.86
peak22949	chr18	88701531	88706353	.	4823	24.51	18.75	36.71	34.55
peak22950	chr18	88711788	88725668	.	13881	89.45	73.96	91.76	82.93
peak22951	chr18	88807097	88812013	.	4917	25.73	29.17	23.25	23.04
peak22952	chr18	88939978	88946261	.	6284	102.93	87.5	79.53	88.69
peak22953	chr18	89003786	89005616	.	1831	12.25	27.08	24.47	21.88
peak22955	chr18	89137063	89143165	.	6103	67.39	62.5	55.06	85.23
peak22956	chr18	89165486	89166993	.	1508	20.83	22.92	15.91	20.73
peak22957	chr18	89184428	89190916	.	6489	75.97	81.25	75.86	80.63
peak22958	chr18	89277567	89280666	.	3100	39.21	36.46	25.69	27.64
peak22959	chr18	89311203	89316716	.	5514	64.94	69.79	57.51	54.13
peak22960	chr18	89366944	89377251	.	10308	67.39	79.17	80.75	103.66
peak22961	chr18	89385533	89387731	.	2199	22.06	18.75	19.58	16.13
peak22962	chr18	89394794	89396219	.	1426	20.83	17.71	15.91	18.43
peak22963	chr18	89405926	89413709	.	7784	77.2	106.25	88.09	99.05
peak22964	chr18	89514859	89519920	.	5062	22.06	15.63	22.02	8.06
peak22965	chr18	89582351	89591060	.	8710	63.72	77.09	68.52	81.78
peak22966	chr18	89610461	89622310	.	11850	129.89	130.21	105.22	120.94
peak22968	chr18	89648733	89650363	.	1631	17.15	21.88	12.24	18.43
peak22969	chr18	89663832	89675081	.	11250	110.28	111.46	99.11	100.21
peak22970	chr18	89679735	89691540	.	11806	118.86	117.71	96.66	99.05
peak22971	chr18	89703014	89708557	.	5544	29.41	36.46	22.02	27.64
peak22972	chr18	89721443	89722683	.	1241	6.13	13.54	14.68	11.52
peak22973	chr18	89730180	89732922	.	2743	6.13	14.58	17.13	12.67
peak22975	chr18	89773097	89775976	.	2880	19.61	19.79	24.47	27.64
peak22976	chr18	89782545	89786867	.	4323	29.41	35.42	42.82	38.01
peak22977	chr18	89790681	89793557	.	2877	17.15	27.08	15.91	31.1
peak22978	chr18	89805296	89809050	.	3755	18.38	21.88	33.04	33.4
peak22979	chr18	89813564	89818009	.	4446	33.08	37.5	28.14	29.95
peak22980	chr18	89826140	90077813	.	251674	3290.04	3192.79	3133.45	3365.55
peak22981	chr18	90078508	90442115	.	363608	6056.85	5955.36	5831.33	5962.86
peak22982	chr18	90462492	90479579	.	17088	188.7	183.34	144.38	205.02
peak22983	chr18	90483839	90486022	.	2184	8.58	12.5	14.68	9.21
peak22984	chr18	90490749	90501052	.	10304	80.87	66.67	70.96	73.72
peak22985	chr18	90553062	90562703	.	9642	52.69	78.13	63.62	59.89
peak22986	chr18	90587782	90597740	.	9959	343.09	330.22	346.26	317.9
peak22988	chr19	3000036	3010169	.	10134	84.55	107.29	83.2	93.3
peak22989	chr19	3013122	3061636	.	48515	373.73	352.09	371.95	396.22
peak22990	chr19	3065484	3120662	.	55179	394.56	411.47	420.89	427.32
peak22991	chr19	3122713	3132833	.	10121	57.59	73.96	61.18	61.05
peak22992	chr19	3136720	3144262	.	7543	42.89	44.79	42.82	49.53
peak22993	chr19	3149111	3154533	.	5423	37.99	35.42	23.25	20.73
peak22994	chr19	3161602	3167639	.	6038	45.34	60.42	48.94	77.17
peak22995	chr19	3173115	3177892	.	4778	64.94	58.33	40.38	54.13
peak22996	chr19	3194256	3206626	.	12371	100.48	109.38	106.45	114.03
peak22997	chr19	3207519	3251859	.	44341	497.49	603.14	535.91	557.47
peak22998	chr19	3346991	3348079	.	1089	19.61	12.5	11.01	17.28
peak23000	chr19	3364178	3368345	.	4168	28.18	25	29.36	26.49
peak23001	chr19	3557383	3559656	.	2274	50.24	43.75	29.36	44.92
peak23004	chr19	3720806	3725098	.	4293	18.38	17.71	23.25	25.34
peak23005	chr19	3746796	3751311	.	4516	52.69	54.17	53.84	59.89
peak23007	chr19	4025946	4028276	.	2331	46.56	48.96	46.49	43.77
peak23008	chr19	4059300	4065767	.	6468	47.79	44.79	42.82	44.92
peak23009	chr19	4277132	4280269	.	3138	13.48	15.63	8.56	11.52
peak23010	chr19	4412089	4414671	.	2583	56.37	63.54	62.4	56.44
peak23011	chr19	4814473	4816542	.	2070	28.18	16.67	18.35	17.28
peak23012	chr19	5183981	5187785	.	3805	71.07	53.13	57.51	52.98
peak23013	chr19	5314827	5319751	.	4925	90.68	84.38	75.86	90.99
peak23014	chr19	5488102	5491739	.	3638	8.58	12.5	15.91	9.21
peak23015	chr19	5575985	5578147	.	2163	22.06	19.79	13.46	23.04
peak23016	chr19	6591090	6593841	.	2752	24.51	14.58	17.13	25.34
peak23017	chr19	6880331	6885092	.	4762	15.93	18.75	14.68	14.97
peak23018	chr19	6899554	6903911	.	4358	11.03	14.58	17.13	10.37
peak23020	chr19	7251697	7253268	.	1572	23.28	23.96	29.36	24.19
peak23021	chr19	7385785	7397089	.	11305	82.1	78.13	80.75	56.44
peak23022	chr19	7413992	7415555	.	1564	18.38	8.33	14.68	4.61
peak23023	chr19	7521062	7523635	.	2574	9.8	12.5	8.56	5.76
peak23024	chr19	7542095	7544771	.	2677	69.84	75	58.73	64.5
peak23025	chr19	7586923	7590264	.	3342	22.06	33.33	26.92	26.49
peak23026	chr19	7661763	7666729	.	4967	31.86	45.83	46.49	39.16
peak23027	chr19	7674895	7681096	.	6202	78.42	65.63	64.85	72.56
peak23028	chr19	7712830	7722830	.	10001	98.03	88.54	97.88	99.05
peak23029	chr19	7732724	7744322	.	11599	82.1	72.92	111.34	104.81
peak23030	chr19	7749106	7753116	.	4011	46.56	46.88	69.74	47.22
peak23031	chr19	7768137	7777766	.	9630	104.15	84.38	122.35	93.3
peak23032	chr19	7807525	7828050	.	20526	264.67	261.47	238.59	249.94
peak23033	chr19	7832575	7853090	.	20516	414.16	492.72	424.56	446.9
peak23034	chr19	7857974	7865461	.	7488	46.56	45.83	46.49	48.38
peak23035	chr19	7866166	7872517	.	6352	50.24	51.04	40.38	52.98
peak23036	chr19	7883904	7890816	.	6913	33.08	36.46	39.15	29.95
peak23037	chr19	7907165	7923390	.	16226	121.31	148.96	129.69	132.46
peak23038	chr19	7932690	7950186	.	17497	178.9	156.25	178.64	160.1
peak23039	chr19	7952994	7962855	.	9862	41.66	40.63	48.94	52.98
peak23040	chr19	7981537	7990408	.	8872	49.01	37.5	59.95	54.13
peak23041	chr19	7994698	8010181	.	15484	117.63	136.46	111.34	112.88
peak23042	chr19	8018431	8045198	.	26768	615.12	586.47	606.87	570.14
peak23043	chr19	8051089	8061622	.	10534	69.84	60.42	86.87	77.17
peak23044	chr19	8076269	8095646	.	19378	145.82	159.38	150.49	180.83
peak23045	chr19	8098803	8104349	.	5547	33.08	22.92	33.04	24.19
peak23046	chr19	8107402	8157430	.	50029	425.19	407.3	406.21	370.88
peak23047	chr19	8171240	8184149	.	12910	79.65	80.21	104	95.6
peak23048	chr19	8203504	8206569	.	3066	20.83	17.71	13.46	11.52
peak23049	chr19	8213125	8215088	.	1964	18.38	4.17	23.25	12.67
peak23050	chr19	8227444	8230749	.	3306	9.8	16.67	18.35	8.06
peak23052	chr19	8238018	8251320	.	13303	194.83	210.42	203.11	229.21
peak23053	chr19	8264733	8272143	.	7411	24.51	21.88	33.04	38.01
peak23054	chr19	8276569	8288464	.	11896	84.55	78.13	59.95	80.63
peak23055	chr19	8289595	8333501	.	43907	482.78	459.39	446.59	434.23
peak23056	chr19	8356572	8364219	.	7648	52.69	38.54	37.93	57.59
