peakN	Chr	Start	End	Strand	Length	Naive_P14_Day30_H3K9me3_Rep1_S1	Naive_P14_Day30_H3K9me3_Rep2_S2	Naive_P14_Day30_H3K9me3_Rep3_S1	Naive_P14_Day30_H3K9me3_Rep4_S2	Naive_P14_Day32_H3K9me3_Rep1_S5	Naive_P14_Day32_H3K9me3_Rep2_S6	Naive_P14_Day32_H3K9me3_Rep3_S7	Naive_P14_Day32_H3K9me3_Rep4_S8
peak19032	chr14	120742332	120754946	.	12615	111.03	101.48	111.76	107.6	105.85	117.32	109.58	81.94
peak19033	chr14	120777679	120786556	.	8878	113.59	103.26	110.94	106.75	123.04	108.57	114.8	108.45
peak19034	chr14	120793599	120797741	.	4143	23.91	23.14	22.84	22.03	39.81	27.14	25.22	21.69
peak19036	chr14	120857130	120863135	.	6006	58.08	61.42	55.47	67.78	54.28	50.78	63.49	60.25
peak19037	chr14	120948896	120952661	.	3766	17.93	25.81	27.74	18.64	23.52	22.76	14.79	25.71
peak19038	chr14	121007057	121012214	.	5158	66.62	61.42	66.89	61	78.71	77.92	80.01	76.32
peak19040	chr14	121028710	121030820	.	2111	5.12	6.23	5.71	4.24	8.14	6.13	7.83	12.05
peak19041	chr14	121066505	121069708	.	3204	32.45	29.37	26.92	20.33	24.43	27.14	28.7	24.1
peak19042	chr14	121195067	121197572	.	2506	35.87	33.83	34.26	33.04	30.76	23.64	38.27	28.92
peak19045	chr14	121509714	121514117	.	4404	35.87	41.84	43.24	47.44	45.24	49.91	45.22	49.81
peak19046	chr14	121809429	121811945	.	2517	40.14	31.15	37.53	43.21	44.33	43.78	44.36	42.58
peak19047	chr14	121833917	121840955	.	7039	58.08	56.08	61.18	51.68	69.66	63.91	72.19	74.71
peak19048	chr14	121851123	121860405	.	9283	39.29	48.96	50.58	52.53	41.62	51.66	54.79	57.04
peak19049	chr14	121934792	121936534	.	1743	5.98	5.34	5.71	8.47	9.95	7	6.09	4.82
peak19050	chr14	121942091	121945339	.	3249	13.66	8.9	14.68	16.1	17.19	14.88	10.44	14.46
peak19052	chr14	122033308	122038949	.	5642	11.1	7.12	8.16	9.32	9.05	7.88	6.96	4.82
peak19053	chr14	122083916	122087909	.	3994	40.14	43.62	31	34.74	42.52	56.91	50.44	46.59
peak19054	chr14	122190744	122193403	.	2660	10.25	8.01	6.53	6.78	4.52	9.63	12.18	7.23
peak19055	chr14	122212738	122214275	.	1538	18.79	21.36	11.42	14.4	10.86	14.88	15.65	16.07
peak19056	chr14	122502380	122507989	.	5610	63.2	56.08	57.92	65.24	60.62	51.66	44.36	52.22
peak19057	chr14	122517319	122525312	.	7994	83.7	85.45	71.79	92.35	88.66	79.67	77.4	86.76
peak19058	chr14	122548492	122552297	.	3806	40.99	33.83	36.71	27.96	38.9	42.9	32.18	35.35
peak19060	chr14	122622499	122628200	.	5702	87.11	93.46	85.66	98.28	66.05	88.43	80.01	78.73
peak19061	chr14	122704853	122709933	.	5081	55.51	45.4	48.95	53.37	42.52	56.03	46.09	40.97
peak19062	chr14	122732101	122734788	.	2688	36.72	27.59	27.74	25.42	29.86	24.51	31.31	29.72
peak19063	chr14	122764182	122765238	.	1057	17.93	16.02	8.16	13.56	12.67	10.51	6.96	12.05
peak19064	chr14	122768801	122780910	.	12110	134.09	137.08	132.15	146.57	134.81	140.09	120.02	139.78
peak19065	chr14	122842482	122846100	.	3619	11.1	19.58	17.13	25.42	14.48	17.51	18.26	17.67
peak19066	chr14	122857918	122859233	.	1316	18.79	16.02	13.05	8.47	11.76	8.76	18.26	12.85
peak19067	chr14	122906736	122909183	.	2448	5.12	3.56	5.71	5.93	3.62	7	1.74	5.62
peak19068	chr14	123026951	123031081	.	4131	19.64	24.03	26.92	22.87	21.71	21.01	16.52	20.89
peak19069	chr14	123053123	123055196	.	2074	15.37	24.92	23.66	22.03	22.62	22.76	23.48	25.71
peak19070	chr14	123067200	123080883	.	13684	117.86	134.41	126.44	113.53	113.09	140.09	118.28	122.1
peak19071	chr14	123082741	123087967	.	5227	23.91	33.83	13.87	15.25	24.43	27.14	18.26	21.69
peak19072	chr14	123100848	123109153	.	8306	81.99	86.34	97.08	74.55	99.52	84.05	90.45	77.92
peak19074	chr14	123119836	123132660	.	12825	186.18	196.72	214.55	199.09	201.76	200.5	214.82	191.99
peak19075	chr14	123150004	123152748	.	2745	10.25	16.91	15.5	16.1	16.29	20.14	13.05	21.69
peak19076	chr14	123227489	123233856	.	6368	37.58	54.3	45.68	45.75	48.86	42.9	51.31	43.38
peak19077	chr14	123260546	123267386	.	6841	34.16	32.04	29.37	27.96	38	25.39	29.57	28.12
peak19078	chr14	123283975	123289138	.	5164	19.64	24.03	18.76	22.03	24.43	12.26	21.74	22.49
peak19079	chr14	123325997	123331592	.	5596	41.85	38.28	27.74	40.67	43.43	48.15	41.75	38.56
peak19080	chr14	123333398	123350976	.	17579	208.39	188.71	176.21	188.08	204.47	172.48	190.47	175.12
peak19081	chr14	123357981	123362169	.	4189	20.5	27.59	24.47	26.26	29.86	34.15	32.18	24.9
peak19082	chr14	123381577	124801230	.	1419654	22674.92	22723.47	22873.31	22930.63	23627.19	23895.9	23642.19	23591.81
peak19083	chr15	3049946	3171097	.	121152	1398.93	1390.4	1377.02	1415.69	1336.3	1426.24	1329.79	1307
peak19085	chr15	3185772	3192242	.	6471	35.87	44.51	43.24	24.57	23.52	26.27	33.92	40.17
peak19086	chr15	3240911	3246425	.	5515	48.68	52.52	53.84	44.9	55.19	46.4	36.53	48.2
peak19087	chr15	3313545	3315345	.	1801	18.79	24.03	18.76	18.64	17.19	16.64	13.92	18.48
peak19088	chr15	3335112	3338005	.	2894	20.5	22.25	27.74	31.35	26.24	18.39	26.96	19.28
peak19089	chr15	3360760	3373169	.	12410	104.19	86.34	100.34	86.42	88.66	90.18	93.93	78.73
peak19090	chr15	3391583	3394548	.	2966	21.35	15.13	13.87	16.94	10.86	10.51	18.26	12.05
peak19092	chr15	3474299	3488432	.	14134	125.54	133.52	130.52	128.78	118.52	116.45	94.8	123.71
peak19093	chr15	3493905	3556315	.	62411	534.63	518.95	500.88	487.15	478.61	490.3	457.47	473.96
peak19094	chr15	3606803	3617141	.	10339	81.13	97.03	99.52	65.24	66.95	77.05	80.88	65.07
peak19095	chr15	3620298	3861105	.	240808	2486.13	2424.74	2424.46	2418.79	2307.08	2328.92	2367.35	2317.57
peak19096	chr15	3865811	3901099	.	35289	371.51	386.32	363.02	371.93	350.13	373.85	336.58	343.82
peak19097	chr15	3913923	3928071	.	14149	131.52	162.9	168.86	167.75	175.52	160.22	163.51	148.61
peak19098	chr15	3941989	3953712	.	11724	155.44	140.64	128.08	134.71	126.66	113.82	125.24	121.3
peak19099	chr15	4114666	4117042	.	2377	27.33	13.35	18.76	21.18	19.9	23.64	14.79	20.08
peak19100	chr15	4155949	4169734	.	13786	198.14	183.37	194.15	194.01	186.38	210.13	214.82	191.19
peak19101	chr15	4176323	4177430	.	1108	17.08	9.79	9.79	18.64	15.38	7	12.18	14.46
peak19102	chr15	4190321	4198199	.	7879	71.74	101.48	78.31	78.79	80.52	77.92	86.1	66.68
peak19103	chr15	4202170	4204759	.	2590	16.23	16.02	18.76	17.79	17.19	15.76	11.31	7.23
peak19104	chr15	4215058	4224648	.	9591	87.97	90.79	75.87	89.8	96.81	85.8	80.01	74.71
peak19105	chr15	4233757	4243056	.	9300	52.1	47.18	44.05	48.29	47.95	46.4	34.79	42.58
peak19106	chr15	4273691	4312237	.	38547	380.05	356.95	338.54	364.3	353.75	327.45	380.93	355.87
peak19107	chr15	4313171	4318456	.	5286	35.02	40.06	36.71	32.19	33.48	28.02	36.53	30.53
peak19108	chr15	4320215	4342285	.	22071	165.68	202.06	186	161.82	174.61	150.59	169.59	159.86
peak19109	chr15	4347260	4373761	.	26502	221.2	207.4	245.55	221.12	233.42	196.12	198.29	224.13
peak19110	chr15	4384544	4393353	.	8810	72.59	70.32	65.26	44.06	70.57	69.17	53.05	44.18
peak19111	chr15	4396576	4563773	.	167198	1568.88	1528.37	1436.57	1523.29	1311.87	1368.46	1415.89	1359.21
peak19112	chr15	4567240	4727741	.	160502	1746.52	1692.15	1702.51	1663.92	1645.72	1627.61	1648.1	1647.6
peak19113	chr15	4731955	4747180	.	15226	122.13	107.71	104.42	127.93	111.28	118.2	100.89	113.27
peak19114	chr15	4753222	4755233	.	2012	18.79	10.68	16.32	14.4	18.09	11.38	10.44	8.03
peak19115	chr15	4764124	4779891	.	15768	167.39	175.36	174.57	159.28	151.09	151.47	171.33	163.07
peak19116	chr15	4840794	4846790	.	5997	43.56	37.39	39.97	38.97	30.76	34.15	43.49	39.36
peak19117	chr15	4852106	4873124	.	21019	267.32	274.16	283.89	275.34	287.71	291.55	265.26	268.31
peak19118	chr15	4877554	4895788	.	18235	164.83	153.99	139.5	157.58	142.04	157.6	140.89	138.97
peak19119	chr15	4905183	4908265	.	3083	11.96	22.25	22.03	22.03	19	22.76	16.52	16.07
peak19120	chr15	4924256	4929276	.	5021	24.77	32.04	38.34	33.04	23.52	35.02	30.44	28.92
peak19121	chr15	4955299	4967163	.	11865	92.24	100.59	97.08	90.65	82.33	92.81	94.8	86.76
peak19122	chr15	4980477	4989900	.	9424	76.86	79.22	84.02	62.69	79.62	79.67	93.06	76.32
peak19123	chr15	5051822	5056994	.	5173	40.14	48.96	43.24	39.82	43.43	43.78	54.79	40.17
peak19126	chr15	5266766	5275634	.	8869	90.53	76.55	64.45	79.64	90.47	74.42	87.84	94.79
peak19127	chr15	5284561	5286105	.	1545	13.66	16.91	14.68	14.4	15.38	15.76	17.39	20.89
peak19128	chr15	5337517	5338648	.	1132	13.66	9.79	13.05	10.17	16.29	10.51	13.92	18.48
peak19129	chr15	5365378	5386624	.	21247	267.32	279.5	278.99	298.22	302.18	270.54	307.88	298.03
peak19130	chr15	5449481	5454797	.	5317	37.58	47.18	36.71	38.12	30.76	35.9	29.57	41.77
peak19131	chr15	5475283	5479305	.	4023	33.31	31.15	38.34	26.26	31.67	33.27	33.92	31.33
peak19132	chr15	5498994	5502410	.	3417	26.48	26.7	22.84	24.57	21.71	33.27	26.09	32.13
peak19133	chr15	5588851	5592893	.	4043	23.91	28.48	27.74	33.04	30.76	16.64	26.09	27.31
peak19136	chr15	5611944	5615312	.	3369	22.21	22.25	17.95	13.56	15.38	21.01	13.05	16.07
peak19137	chr15	5625413	5632394	.	6982	41.85	48.07	40.79	39.82	47.95	46.4	46.09	42.58
peak19138	chr15	5680484	5690071	.	9588	67.47	72.99	64.45	72.86	76.9	72.67	52.18	82.74
peak19139	chr15	5712151	5718533	.	6383	86.26	87.23	84.84	89.8	106.76	94.56	106.1	69.09
peak19140	chr15	5728088	5737762	.	9675	88.82	85.45	88.92	99.97	93.19	91.06	86.1	73.91
peak19141	chr15	5770398	5774671	.	4274	29.04	24.03	20.39	25.42	38	21.89	34.79	28.12
peak19142	chr15	5781139	5796076	.	14938	167.39	125.51	147.65	126.23	145.66	161.97	146.11	136.56
peak19143	chr15	5829783	5835270	.	5488	58.93	54.3	42.42	55.07	42.52	52.53	47.83	49.81
peak19144	chr15	5879916	5887638	.	7723	108.46	96.13	111.76	109.29	102.24	110.32	122.63	99.61
peak19145	chr15	5955125	5961342	.	6218	35.87	37.39	34.26	33.04	30.76	37.65	27.83	36.95
peak19146	chr15	5982043	5991324	.	9282	89.67	82.78	90.55	100.82	76.9	97.18	86.1	88.36
peak19147	chr15	6085297	6086728	.	1432	9.39	13.35	12.24	15.25	7.24	14.88	20	12.05
peak19148	chr15	6108957	6114245	.	5289	58.08	53.41	46.5	43.21	46.14	55.16	46.96	54.63
peak19149	chr15	6134858	6141859	.	7002	63.2	64.09	51.39	67.78	48.86	53.41	60.01	51.41
peak19150	chr15	6192938	6204731	.	11794	181.06	179.81	173.76	168.6	180.04	165.48	202.64	164.68
peak19151	chr15	6226875	6229065	.	2191	21.35	13.35	15.5	19.49	14.48	19.26	11.31	20.08
peak19153	chr15	6270106	6275735	.	5630	71.74	65.87	71.79	56.76	73.28	76.17	79.14	72.3
peak19154	chr15	6474022	6480490	.	6469	81.99	67.65	71.79	83.03	69.66	80.55	102.63	81.94
peak19155	chr15	6505451	6506517	.	1067	16.23	20.47	14.68	16.94	10.86	11.38	13.92	9.64
peak19156	chr15	6510516	6515644	.	5129	43.56	45.4	51.39	52.53	53.38	48.15	54.79	56.23
peak19157	chr15	6535320	6538903	.	3584	30.75	30.26	42.42	33.04	32.57	31.52	30.44	31.33
peak19159	chr15	6672681	6677221	.	4541	34.16	44.51	37.53	48.29	39.81	42.9	35.66	43.38
peak19160	chr15	6680038	6685089	.	5052	64.05	59.64	68.52	72.01	77.81	67.42	73.93	73.1
peak19161	chr15	6693122	6701246	.	8125	87.11	81	91.37	90.65	92.28	95.43	94.8	67.48
peak19163	chr15	6800144	6813266	.	13123	268.17	266.15	292.04	260.09	290.42	302.06	314.83	314.9
peak19164	chr15	6891839	6899008	.	7170	81.99	71.21	71.79	76.25	77.81	83.18	84.36	70.69
peak19165	chr15	6936302	6938450	.	2149	16.23	11.57	17.95	16.1	17.19	22.76	13.05	17.67
peak19166	chr15	7272967	7281316	.	8350	81.13	93.46	61.18	67.78	71.47	77.92	76.53	79.53
peak19168	chr15	7360718	7368699	.	7982	84.55	81.89	91.37	96.58	81.43	82.3	76.53	101.22
peak19169	chr15	7487683	7505933	.	18251	81.13	87.23	84.02	76.25	57.9	68.29	75.66	71.5
peak19170	chr15	7509653	7523968	.	14316	45.26	40.06	46.5	52.53	40.71	60.41	36.53	40.17
peak19171	chr15	7533103	7550760	.	17658	165.68	148.65	185.18	156.73	166.47	158.47	168.72	164.68
peak19172	chr15	7552506	7566533	.	14028	69.18	68.54	57.1	61.85	59.71	78.8	73.93	61.86
peak19173	chr15	7567395	7572709	.	5315	26.48	37.39	39.16	28.81	27.14	33.27	26.96	23.3
peak19174	chr15	7592913	7595215	.	2303	12.81	16.91	6.53	11.86	21.71	14.88	13.92	12.05
peak19175	chr15	7598451	7605110	.	6660	35.02	40.06	26.1	34.74	29.86	31.52	31.31	28.12
peak19176	chr15	7617432	7630477	.	13046	62.35	77.44	62	55.07	66.95	65.66	73.93	56.23
peak19177	chr15	7631921	7641985	.	10065	57.22	51.63	55.47	44.9	54.28	41.15	47.83	36.95
peak19178	chr15	7646246	7657833	.	11588	86.26	63.2	70.97	80.49	60.62	83.18	82.62	58.64
peak19179	chr15	7658533	7663558	.	5026	36.72	38.28	34.26	43.21	35.28	40.27	26.96	28.92
peak19180	chr15	7677744	7691224	.	13481	60.64	62.31	67.71	51.68	64.24	67.42	65.23	62.66
peak19181	chr15	7694489	7712590	.	18102	81.99	102.37	87.29	85.57	83.24	70.04	85.23	77.92
peak19182	chr15	7742630	7747089	.	4460	16.23	23.14	21.21	16.94	27.14	23.64	17.39	23.3
peak19183	chr15	7749627	7756046	.	6420	50.39	39.17	35.08	35.58	40.71	32.39	26.96	26.51
peak19184	chr15	7826389	7830222	.	3834	24.77	17.8	21.21	18.64	17.19	21.89	26.09	16.07
peak19185	chr15	7849463	7855423	.	5961	75.16	56.97	75.87	87.26	61.52	77.05	75.66	75.51
peak19186	chr15	7911057	7917767	.	6711	114.44	109.49	106.87	127.08	103.14	114.69	109.58	108.45
peak19187	chr15	7926422	7929614	.	3193	36.72	32.94	31.81	36.43	35.28	34.15	29.57	36.95
peak19188	chr15	8056175	8057746	.	1572	13.66	10.68	21.21	16.1	10.86	12.26	15.65	15.26
peak19189	chr15	8237764	8241525	.	3762	49.53	61.42	57.1	42.36	49.76	50.78	53.05	51.41
peak19190	chr15	8275371	8277308	.	1938	40.99	22.25	29.37	19.49	31.67	29.77	29.57	39.36
peak19191	chr15	8471551	8473246	.	1696	11.96	22.25	13.05	15.25	11.76	14.01	13.92	20.89
peak19193	chr15	8548069	8555805	.	7737	68.32	81.89	87.29	83.03	86.85	80.55	80.88	79.53
peak19194	chr15	8724860	8728663	.	3804	27.33	23.14	24.47	24.57	26.24	26.27	25.22	20.89
peak19195	chr15	8807578	8810094	.	2517	19.64	24.92	24.47	15.25	23.52	22.76	22.61	18.48
peak19196	chr15	8818473	8823889	.	5417	33.31	28.48	27.74	26.26	19.9	26.27	23.48	24.1
peak19197	chr15	8848035	8851091	.	3057	15.37	24.92	17.13	22.87	20.81	14.01	20	16.87
peak19198	chr15	8854957	8861108	.	6152	39.29	34.72	48.13	47.44	40.71	63.91	37.4	34.54
peak19199	chr15	8899354	8900884	.	1531	11.1	15.13	11.42	20.33	21.71	22.76	13.05	13.66
peak19200	chr15	8905846	8933530	.	27685	298.92	332.02	280.62	307.54	291.33	281.92	280.92	307.67
peak19201	chr15	8983449	8989288	.	5840	52.95	58.75	45.68	55.07	65.14	53.41	66.97	44.99
peak19202	chr15	9219813	9225839	.	6027	73.45	56.97	61.18	66.93	85.95	72.67	59.14	72.3
peak19203	chr15	9260193	9269061	.	8869	60.64	53.41	71.79	58.46	45.24	58.66	53.92	53.82
peak19204	chr15	9293399	9302081	.	8683	101.63	91.68	82.39	88.96	96.81	80.55	88.71	89.17
peak19205	chr15	9329490	9334048	.	4559	40.14	38.28	43.24	38.12	30.76	47.28	38.27	33.74
peak19206	chr15	9352463	9356928	.	4466	32.45	39.17	39.16	38.97	28.95	35.02	36.53	39.36
peak19207	chr15	9375005	9380447	.	5443	50.39	44.51	47.31	52.53	47.05	58.66	58.27	54.63
peak19208	chr15	9386551	9400508	.	13958	161.41	186.93	179.47	176.22	192.71	165.48	168.72	178.34
peak19209	chr15	9403455	9408329	.	4875	27.33	27.59	27.74	21.18	21.71	28.02	24.35	27.31
peak19210	chr15	9437238	9443190	.	5953	87.97	87.23	90.55	87.26	90.47	79.67	83.49	97.2
peak19211	chr15	9495158	9507686	.	12529	228.88	239.45	195.78	229.59	247.9	263.54	234.82	254.65
peak19212	chr15	9536593	9547403	.	10811	105.05	94.35	108.5	93.19	94.09	100.69	78.27	109.25
peak19213	chr15	9550466	9554030	.	3565	48.68	36.5	51.39	44.9	43.43	41.15	33.92	37.76
peak19215	chr15	9811287	9814654	.	3368	20.5	14.24	18.76	16.94	15.38	14.88	19.13	17.67
peak19216	chr15	9872995	9877370	.	4376	23.06	25.81	29.37	16.94	24.43	26.27	20	17.67
peak19217	chr15	9907783	9913787	.	6005	45.26	67.65	68.52	47.44	47.95	57.79	46.96	60.25
peak19218	chr15	9952004	9953195	.	1192	19.64	11.57	13.05	6.78	15.38	5.25	9.57	10.44
peak19219	chr15	9964689	9969913	.	5225	58.08	68.54	66.08	72.01	66.95	63.04	66.97	39.36
peak19220	chr15	9991817	9998168	.	6352	96.51	95.24	82.39	93.19	84.14	82.3	85.23	85.95
peak19221	chr15	10041965	10049369	.	7405	77.72	68.54	93	71.17	76.9	87.55	81.75	77.12
peak19222	chr15	10061051	10068582	.	7532	57.22	57.86	59.55	55.92	54.28	51.66	45.22	51.41
peak19223	chr15	10095919	10097863	.	1945	26.48	28.48	17.13	27.96	13.57	18.39	20	26.51
peak19224	chr15	10164846	10173817	.	8972	102.49	106.82	115.02	126.23	116.71	106.81	126.11	89.97
peak19225	chr15	10351454	10356491	.	5038	58.08	58.75	52.21	46.6	57.9	51.66	52.18	58.64
peak19226	chr15	10402168	10404774	.	2607	32.45	20.47	28.55	24.57	28.05	17.51	23.48	25.71
peak19227	chr15	10715654	10718501	.	2848	29.04	32.94	32.63	26.26	34.38	25.39	20	38.56
peak19229	chr15	10769396	10787457	.	18062	183.62	189.6	168.86	177.07	180.04	180.36	166.98	199.22
peak19230	chr15	10806726	10812547	.	5822	48.68	62.31	56.29	63.54	68.76	64.79	83.49	63.46
peak19231	chr15	10849690	10862276	.	12587	100.78	107.71	93	94.04	87.76	98.06	105.23	95.59
peak19232	chr15	10883023	10886634	.	3612	46.97	40.95	36.71	35.58	28.05	31.52	35.66	28.92
peak19233	chr15	11045375	11051708	.	6334	64.91	69.43	64.45	58.46	69.66	68.29	70.45	75.51
peak19234	chr15	11146195	11153072	.	6878	26.48	26.7	26.1	28.81	27.14	31.52	30.44	25.71
peak19235	chr15	11167045	11168712	.	1668	15.37	15.13	17.95	10.17	9.95	13.13	15.65	19.28
peak19236	chr15	11177118	11187721	.	10604	69.18	70.32	70.97	88.96	66.95	68.29	66.97	66.68
peak19237	chr15	11208504	11213366	.	4863	30.75	23.14	20.39	28.81	32.57	26.27	30.44	20.89
peak19239	chr15	11221133	11233592	.	12460	146.9	125.51	132.15	122.85	135.71	128.7	129.59	135.76
peak19240	chr15	11237844	11244390	.	6547	36.72	33.83	44.05	29.65	28.05	42.03	33.92	32.94
peak19241	chr15	11545702	11549310	.	3609	22.21	27.59	17.13	22.87	15.38	27.14	20	19.28
peak19242	chr15	11618492	11623603	.	5112	51.24	58.75	54.66	53.37	58.81	45.53	71.32	58.64
peak19243	chr15	11634884	11636621	.	1738	11.96	18.69	9.79	15.25	16.29	13.13	14.79	15.26
peak19244	chr15	11710913	11717695	.	6783	31.6	42.73	45.68	41.51	50.67	44.65	36.53	44.18
peak19245	chr15	11874443	11879152	.	4710	91.38	92.57	72.6	88.11	76	65.66	79.14	65.07
peak19246	chr15	11916475	11925622	.	9148	92.24	97.03	89.73	69.47	90.47	84.93	85.23	97.2
peak19247	chr15	12055960	12062786	.	6827	92.24	80.11	88.92	94.04	82.33	87.55	93.93	75.51
peak19248	chr15	12094912	12098040	.	3129	4.27	0.89	4.08	5.08	5.43	4.38	4.35	5.62
peak19249	chr15	12526569	12531737	.	5169	93.09	76.55	89.73	66.08	82.33	87.55	80.88	81.94
peak19251	chr15	12938765	12940187	.	1423	11.96	15.13	13.87	16.94	19	11.38	7.83	14.46
peak19252	chr15	12953136	12956045	.	2910	43.56	41.84	38.34	37.28	38	33.27	33.05	36.15
peak19253	chr15	12987928	12993445	.	5518	42.7	39.17	41.6	55.92	34.38	27.14	38.27	37.76
peak19254	chr15	13012497	13019758	.	7262	52.1	57.86	60.37	41.51	47.95	36.77	48.7	42.58
peak19255	chr15	13025595	13031921	.	6327	38.43	39.17	29.37	30.5	26.24	37.65	36.53	31.33
peak19256	chr15	13033109	13037197	.	4089	19.64	12.46	16.32	11.01	11.76	8.76	12.18	8.84
peak19257	chr15	13037992	13045154	.	7163	26.48	27.59	26.92	26.26	21.71	19.26	19.13	34.54
peak19258	chr15	13046930	13074349	.	27420	109.32	87.23	93.81	88.11	90.47	89.3	81.75	85.15
peak19259	chr15	13075232	13150444	.	75213	463.75	447.74	464.99	428.69	415.27	404.5	416.59	403.27
peak19260	chr15	13150890	13169254	.	18365	85.4	65.87	66.08	75.4	67.86	67.42	62.62	83.54
peak19261	chr15	13179319	18813992	.	5634674	99587.74	98559.74	98664.67	99492.32	102474.97	101804.27	102519.64	103823.9
peak19262	chr15	18821961	18830803	.	8843	50.39	52.52	59.55	61.85	43.43	41.15	63.49	50.61
peak19263	chr15	18833858	19711695	.	877838	13952.55	13709.92	13784.03	13747.71	14046.03	13971.74	13987.54	14266.11
peak19264	chr15	19718666	21656060	.	1937395	30417.7	30053.76	29877.5	30311.54	30803.56	30777.59	30859.04	30803.99
peak19265	chr15	21656972	24572888	.	2915917	52752.71	51818.55	51728.65	52548.31	53903.29	53572.95	54092.46	54316.28
peak19266	chr15	24616200	25068269	.	452070	4489.72	4543.27	4496.51	4477.51	4496.54	4403.93	4415.52	4492.15
peak19267	chr15	25069898	25138102	.	68205	222.91	210.96	209.65	236.37	196.33	199.62	193.95	208.86
peak19268	chr15	25142052	25148520	.	6469	5.98	5.34	10.6	7.62	2.71	3.5	6.96	8.03
peak19269	chr15	25154990	25169320	.	14331	87.11	82.78	75.87	83.87	75.09	80.55	92.19	78.73
peak19270	chr15	25172051	25181599	.	9549	39.29	31.15	34.26	28.81	38	23.64	26.96	37.76
peak19271	chr15	25181970	25188777	.	6808	7.69	8.01	6.53	8.47	10.86	5.25	9.57	8.03
peak19272	chr15	25190587	25204408	.	13822	121.27	112.16	138.68	126.23	121.23	128.7	137.41	113.27
peak19273	chr15	25211266	25225448	.	14183	29.89	23.14	24.47	23.72	17.19	18.39	26.96	20.08
peak19275	chr15	25243580	25254083	.	10504	101.63	89.01	87.29	97.43	79.62	112.94	88.71	85.15
peak19276	chr15	25307424	25312215	.	4792	32.45	28.48	33.45	27.11	23.52	31.52	32.18	22.49
peak19277	chr15	25323775	25344509	.	20735	30.75	23.14	25.29	17.79	34.38	17.51	24.35	18.48
peak19279	chr15	26080612	26088545	.	7934	94.8	93.46	101.97	114.37	83.24	76.17	80.88	84.35
peak19280	chr15	26110925	26128740	.	17816	208.39	220.75	221.07	201.64	228.9	199.62	205.25	208.86
peak19281	chr15	26139719	26143521	.	3803	31.6	27.59	25.29	27.96	15.38	23.64	22.61	28.12
peak19282	chr15	26146571	26210163	.	63593	548.3	588.38	574.3	572.72	547.37	555.09	579.23	530.99
peak19283	chr15	26212959	26304763	.	91805	910.41	863.43	845.14	859.92	860.4	924.56	886.23	874.81
peak19284	chr15	26312733	26322557	.	9825	41.85	32.94	34.26	33.04	32.57	30.64	31.31	49
peak19285	chr15	26331180	26896779	.	565600	7183.38	7020.53	7062.92	7208.08	7340.13	7352.72	7308.17	7457.19
peak19286	chr15	26899157	27225514	.	326358	3875.66	3933.52	3844.71	3932.76	3845.13	3811.19	4023.28	4011.77
peak19287	chr15	27256715	27263273	.	6559	29.89	35.61	31	25.42	38	38.52	36.53	40.17
peak19288	chr15	27273881	27297621	.	23741	308.31	291.97	309.18	284.66	321.18	297.68	305.27	276.34
peak19289	chr15	27312756	27314411	.	1656	16.23	9.79	11.42	15.25	11.76	20.14	20	19.28
peak19290	chr15	27384161	27390273	.	6113	60.64	89.01	72.6	105.05	85.95	68.29	100.89	85.15
peak19291	chr15	27397685	27401892	.	4208	40.99	40.06	39.16	38.12	45.24	37.65	31.31	42.58
peak19292	chr15	27454589	27456252	.	1664	19.64	11.57	6.53	7.62	11.76	9.63	7.83	12.05
peak19293	chr15	27638165	27641672	.	3508	23.06	24.92	21.21	20.33	20.81	26.27	17.39	23.3
peak19295	chr15	27827152	27830016	.	2865	3.42	1.78	4.08	3.39	1.81	6.13	5.22	4.02
peak19296	chr15	27974512	27976894	.	2383	45.26	47.18	49.76	55.07	47.95	49.91	46.09	47.4
peak19298	chr15	28251502	28306332	.	54831	372.36	349.82	384.23	366.84	379.08	360.72	369.63	344.62
peak19299	chr15	28319745	30165999	.	1846255	25622.23	25588.82	25552.29	25525.64	25382.38	25892.12	25766.89	25831.46
peak19300	chr15	30180773	30373550	.	192778	2004.45	2004.59	2001.08	2003.66	2005.8	2082.02	1987.29	2119.95
peak19301	chr15	30374484	30413710	.	39227	181.06	173.58	186.81	158.43	173.71	181.24	198.29	166.29
peak19302	chr15	30417387	30422760	.	5374	7.69	18.69	9.79	13.56	13.57	12.26	7.83	3.21
peak19303	chr15	30439475	30453158	.	13684	105.05	102.37	101.16	102.51	113.09	117.32	108.71	104.43
peak19304	chr15	30579445	30585166	.	5722	93.95	76.55	94.63	89.8	76	83.18	79.14	85.95
peak19305	chr15	30747921	30760576	.	12656	111.88	134.41	114.21	98.28	111.28	133.08	128.72	126.12
peak19308	chr15	30845546	30862165	.	16620	72.59	73.88	75.87	55.07	77.81	82.3	77.4	83.54
peak19309	chr15	30874360	30877689	.	3330	14.52	20.47	9.79	17.79	21.71	18.39	12.18	12.05
peak19310	chr15	30880506	30901404	.	20899	80.28	54.3	72.6	69.47	82.33	73.54	81.75	77.92
peak19311	chr15	30904587	30912877	.	8291	39.29	37.39	28.55	32.19	26.24	28.89	32.18	40.17
peak19312	chr15	30914803	30942018	.	27216	103.34	121.95	124.81	105.05	131.19	127.83	118.28	147.81
