peakN	Chr	Start	End	Strand	Length	Arm_P14_Day30_H3K4me3_Rep1_S5	Arm_P14_Day30_H3K4me3_Rep2_S6	Arm_P14_Day30_H3K4me3_Rep3_S7	Arm_P14_Day30_H3K4me3_Rep4_S8
peak46578	chr18	35805367	35806629	.	1263	63.94	71.99	66.37	69.65
peak46579	chr18	35812804	35814200	.	1397	35.97	28.8	45.95	31.08
peak46580	chr18	35815304	35816579	.	1276	23.98	20.33	20.42	17.15
peak46581	chr18	35821044	35822601	.	1558	33.97	35.57	37.78	45.01
peak46582	chr18	35828978	35833212	.	4235	431.6	440.42	447.21	427.56
peak46583	chr18	35837343	35838195	.	853	1	7.62	5.11	17.15
peak46585	chr18	35846802	35850704	.	3903	694.35	707.22	742.29	757.61
peak46586	chr18	35872585	35875031	.	2447	339.68	369.28	316.52	364.34
peak46588	chr18	35886938	35890744	.	3807	625.42	614.9	638.14	587.23
peak46589	chr18	35909854	35911145	.	1292	129.88	143.14	136.82	116.8
peak46590	chr18	35912988	35914217	.	1230	152.86	153.3	162.34	176.81
peak46591	chr18	35918068	35920936	.	2869	730.32	719.08	740.24	679.38
peak46592	chr18	35929723	35931284	.	1562	149.86	173.63	159.28	182.17
peak46593	chr18	35937167	35940131	.	2965	502.53	525.12	531.96	488.64
peak46594	chr18	35941544	35943433	.	1890	363.66	342.18	348.17	331.12
peak46595	chr18	35958590	35959718	.	1129	127.88	138.9	128.65	156.45
peak46598	chr18	36017113	36019525	.	2413	305.72	306.6	322.64	343.98
peak46599	chr18	36031749	36034079	.	2331	35.97	36.42	32.67	58.94
peak46601	chr18	36193040	36195596	.	2557	66.94	82.16	102.1	91.08
peak46602	chr18	36195969	36198323	.	2355	57.95	67.76	72.49	70.72
peak46603	chr18	36279115	36283095	.	3981	651.39	647.93	742.29	665.45
peak46604	chr18	36285873	36290690	.	4818	769.28	758.04	768.83	755.47
peak46605	chr18	36295606	36297079	.	1474	69.93	81.31	73.51	70.72
peak46606	chr18	36303892	36305851	.	1960	45.96	63.52	57.18	70.72
peak46607	chr18	36318906	36321708	.	2803	246.77	300.67	272.61	267.9
peak46608	chr18	36327960	36329482	.	1523	91.91	91.47	120.48	97.51
peak46609	chr18	36347154	36350484	.	3331	475.56	464.99	471.71	506.86
peak46611	chr18	36414795	36416907	.	2113	77.93	99.94	98.02	101.8
peak46612	chr18	36453466	36455212	.	1747	299.72	304.91	281.8	264.68
peak46613	chr18	36512292	36513545	.	1254	182.83	183.79	164.39	183.24
peak46614	chr18	36514461	36516779	.	2319	369.66	331.17	352.25	362.2
peak46615	chr18	36521806	36522774	.	969	57.95	57.59	62.28	48.22
peak46617	chr18	36557868	36563099	.	5232	1223.86	1189.99	1181.33	1041.58
peak46618	chr18	36668901	36670929	.	2029	400.63	391.3	376.76	364.34
peak46619	chr18	36677962	36680405	.	2444	389.64	418.4	421.68	391.13
peak46620	chr18	36698759	36702421	.	3663	132.88	120.27	128.65	116.8
peak46621	chr18	36708303	36709700	.	1398	25.98	30.49	33.69	22.5
peak46622	chr18	36724867	36727463	.	2597	695.35	663.18	647.33	634.38
peak46623	chr18	36734304	36736260	.	1957	417.61	403.16	401.26	415.77
peak46624	chr18	36743355	36746119	.	2765	537.5	526.82	559.52	476.86
peak46625	chr18	36758825	36761608	.	2784	503.53	442.97	483.97	406.13
peak46626	chr18	36781890	36784369	.	2480	341.68	378.6	367.57	338.62
peak46627	chr18	36793144	36794969	.	1826	244.77	242.23	246.07	237.89
peak46628	chr18	36800854	36803350	.	2497	463.57	488.7	531.96	460.78
peak46630	chr18	37641459	37645106	.	3648	553.48	462.45	532.98	511.15
peak46631	chr18	37654624	37656492	.	1869	77.93	82.16	73.51	82.51
peak46634	chr18	37693420	37695214	.	1795	114.89	133.82	85.77	136.09
peak46635	chr18	37706562	37707901	.	1340	50.95	71.15	62.28	57.87
peak46636	chr18	37713474	37715544	.	2071	69.93	75.38	63.3	93.23
peak46637	chr18	37719917	37721317	.	1401	58.95	71.15	53.09	67.51
peak46638	chr18	37730495	37731801	.	1307	73.93	88.08	73.51	69.65
peak46639	chr18	37735749	37737430	.	1682	42.96	51.67	61.26	63.22
peak46640	chr18	37741555	37743176	.	1622	171.84	158.38	170.51	180.03
peak46641	chr18	37751214	37752556	.	1343	138.87	116.88	136.82	135.02
peak46642	chr18	37755148	37756345	.	1198	46.96	54.21	45.95	58.94
peak46643	chr18	37761039	37762494	.	1456	55.95	49.12	55.14	56.79
peak46644	chr18	37765045	37767275	.	2231	69.93	73.69	79.64	69.65
peak46646	chr18	37805625	37808390	.	2766	847.21	812.24	850.52	826.19
peak46647	chr18	37813847	37816235	.	2389	644.4	641.16	597.3	574.37
peak46648	chr18	37823439	37826060	.	2622	208.81	205.81	231.77	220.75
peak46649	chr18	37833586	37836489	.	2904	89.92	95.71	118.44	113.59
peak46653	chr18	37891966	37893215	.	1250	39.96	38.11	38.8	41.79
peak46654	chr18	37907789	37909254	.	1466	73.93	77.92	80.66	77.15
peak46655	chr18	37917765	37919439	.	1675	69.93	90.63	83.72	118.95
peak46656	chr18	37923778	37927075	.	3298	943.12	940.98	950.58	893.7
peak46657	chr18	37931357	37935724	.	4368	1376.72	1431.38	1411.06	1402.7
peak46658	chr18	37953788	37956804	.	3017	467.56	407.39	465.59	422.2
peak46659	chr18	37968753	37970986	.	2234	377.65	356.57	391.05	363.27
peak46660	chr18	37984247	37985598	.	1352	56.95	51.67	55.14	54.65
peak46661	chr18	37993920	37995250	.	1331	45.96	43.2	46.97	47.15
peak46662	chr18	37998034	38000594	.	2561	105.9	115.19	110.27	129.66
peak46663	chr18	38013456	38015404	.	1949	529.51	492.09	456.4	485.43
peak46664	chr18	38024751	38026878	.	2128	233.78	222.75	279.76	241.11
peak46665	chr18	38080148	38081555	.	1408	73.93	75.38	68.41	82.51
peak46666	chr18	38144204	38146253	.	2050	185.83	188.87	197.06	196.1
peak46670	chr18	38184649	38186991	.	2343	458.57	443.81	477.84	436.13
peak46671	chr18	38188827	38190431	.	1605	129.88	126.2	118.44	125.38
peak46672	chr18	38210157	38213176	.	3020	370.65	379.44	362.46	385.77
peak46674	chr18	38230327	38231521	.	1195	40.96	55.9	36.76	33.22
peak46675	chr18	38236908	38237562	.	655	41.96	50.82	57.18	61.08
peak46676	chr18	38238429	38240396	.	1968	297.72	294.75	304.27	330.05
peak46677	chr18	38248871	38251143	.	2273	584.46	625.91	566.67	552.94
peak46679	chr18	38296197	38299093	.	2897	750.3	730.09	724.93	730.82
peak46680	chr18	38337959	38339882	.	1924	282.74	284.58	280.78	286.11
peak46681	chr18	38349069	38350837	.	1769	343.68	369.28	319.58	347.19
peak46682	chr18	38364647	38368055	.	3409	453.58	509.88	481.92	422.2
peak46683	chr18	38371773	38372999	.	1227	52.95	49.97	66.37	52.51
peak46684	chr18	38379293	38381788	.	2496	270.75	273.57	257.3	250.75
peak46685	chr18	38405616	38408847	.	3232	572.47	586.1	576.88	524
peak46686	chr18	38418491	38423006	.	4516	959.11	909.65	914.84	850.84
peak46687	chr18	38425437	38426771	.	1335	120.89	160.92	171.53	156.45
peak46688	chr18	38431782	38433171	.	1390	74.93	96.55	87.81	87.87
peak46689	chr18	38439625	38441995	.	2371	238.78	254.09	238.92	257.18
peak46691	chr18	38482514	38485165	.	2652	723.33	706.37	674.9	634.38
peak46692	chr18	38494081	38496295	.	2215	60.94	63.52	80.66	94.3
peak46693	chr18	38543011	38544488	.	1478	37.96	40.65	42.88	28.93
peak46694	chr18	38568199	38569298	.	1100	21.98	28.8	29.61	34.29
peak46695	chr18	38573426	38575333	.	1908	139.87	161.77	141.92	157.52
peak46696	chr18	38584179	38586902	.	2724	43.96	43.2	46.97	57.87
peak46697	chr18	38591930	38593109	.	1180	27.97	37.27	26.55	42.86
peak46698	chr18	38595707	38597731	.	2025	39.96	66.06	54.11	65.37
peak46699	chr18	38599886	38602006	.	2121	405.62	387.07	374.72	384.7
peak46701	chr18	38628375	38629174	.	800	29.97	33.03	38.8	39.65
peak46702	chr18	38630881	38632933	.	2053	392.63	413.32	365.53	379.34
peak46703	chr18	38635286	38636625	.	1340	75.93	73.69	80.66	78.23
peak46705	chr18	38700226	38701525	.	1300	22.98	25.41	36.76	30
peak46706	chr18	38803368	38805605	.	2238	65.94	88.08	73.51	78.23
peak46708	chr18	38928278	38929673	.	1396	40.96	50.82	49.01	54.65
peak46712	chr18	38991959	38997816	.	5858	1800.32	1782.02	1762.29	1604.16
peak46713	chr18	39007339	39012234	.	4896	1046.03	979.1	1032.26	901.2
peak46714	chr18	39017102	39018560	.	1459	278.74	265.1	248.11	278.61
peak46715	chr18	39019739	39021749	.	2011	308.71	338.79	359.4	327.9
peak46716	chr18	39030698	39031691	.	994	121.89	100.79	114.36	125.38
peak46717	chr18	39034451	39036566	.	2116	471.56	467.53	452.32	429.71
peak46718	chr18	39037889	39038775	.	887	75.93	90.63	83.72	94.3
peak46719	chr18	39046989	39049997	.	3009	513.52	559	525.83	532.58
peak46720	chr18	39059372	39062114	.	2743	196.82	201.58	222.58	191.81
peak46721	chr18	39067035	39069145	.	2111	242.77	260.02	256.28	256.11
peak46722	chr18	39079776	39080700	.	925	67.94	88.93	78.62	92.16
peak46723	chr18	39081634	39084505	.	2872	422.61	445.51	429.85	412.56
peak46724	chr18	39089201	39092011	.	2811	90.92	101.64	105.17	113.59
peak46725	chr18	39100995	39103012	.	2018	88.92	94.01	79.64	110.37
peak46726	chr18	39136950	39138490	.	1541	270.75	264.25	301.2	283.97
peak46727	chr18	39139935	39142440	.	2506	522.51	576.79	516.64	433.99
peak46728	chr18	39144907	39145912	.	1006	138.87	138.9	135.8	121.09
peak46729	chr18	39166054	39168932	.	2879	61.94	67.76	83.72	91.08
peak46730	chr18	39183215	39186297	.	3083	77.93	125.35	104.14	116.8
peak46731	chr18	39250151	39251617	.	1467	117.89	109.26	106.19	118.95
peak46732	chr18	39281188	39283202	.	2015	322.7	348.95	318.56	318.26
peak46733	chr18	39368001	39370148	.	2148	106.9	82.16	97	96.44
peak46734	chr18	39457367	39459695	.	2329	106.9	142.29	131.71	155.38
peak46735	chr18	39460822	39462223	.	1402	75.93	70.3	63.3	83.58
peak46736	chr18	39465510	39466987	.	1478	52.95	64.37	45.95	65.37
peak46737	chr18	39472233	39475082	.	2850	160.85	167.7	174.6	161.81
peak46738	chr18	39480941	39486191	.	5251	999.07	1010.44	1078.21	1044.79
peak46739	chr18	39488081	39489471	.	1391	224.79	223.6	228.71	245.39
peak46740	chr18	39490070	39492268	.	2199	272.75	288.82	286.91	280.76
peak46741	chr18	39496137	39497894	.	1758	87.92	79.62	83.72	90.01
peak46742	chr18	39517404	39520748	.	3345	342.68	362.5	384.93	381.48
peak46745	chr18	39635692	39637884	.	2193	81.92	55.05	78.62	70.72
peak46746	chr18	39655820	39657451	.	1632	44.96	63.52	66.37	54.65
peak46747	chr18	39663695	39666627	.	2933	86.92	71.15	89.85	103.94
peak46748	chr18	39718600	39720652	.	2053	108.9	103.33	116.4	108.23
peak46749	chr18	39800545	39802172	.	1628	84.92	78.77	71.47	61.08
peak46751	chr18	39865895	39867977	.	2083	34.97	45.74	45.95	61.08
peak46752	chr18	39876765	39878515	.	1751	93.91	94.01	86.79	96.44
peak46753	chr18	40068025	40069487	.	1463	17.98	21.17	31.65	24.65
peak46754	chr18	40217834	40220195	.	2362	425.6	427.72	375.74	357.91
peak46755	chr18	40230795	40232256	.	1462	68.94	66.91	72.49	55.72
peak46756	chr18	40256965	40258320	.	1356	36.97	38.96	54.11	46.08
peak46758	chr18	41860066	41862385	.	2320	585.45	578.48	553.4	532.58
peak46759	chr18	41949224	41952085	.	2862	530.51	533.59	525.83	496.14
peak46760	chr18	41978769	41980678	.	1910	85.92	85.54	81.68	85.73
peak46763	chr18	42261010	42263159	.	2150	738.31	766.51	690.21	663.31
peak46764	chr18	42274610	42277785	.	3176	713.34	692.82	741.27	659.02
peak46765	chr18	42400382	42402619	.	2238	61.94	58.44	53.09	70.72
peak46767	chr18	42466793	42468333	.	1541	89.92	95.71	94.96	101.8
peak46768	chr18	42510682	42514354	.	3673	710.34	696.21	657.54	660.1
peak46769	chr18	42589046	42591377	.	2332	140.87	184.64	187.87	175.74
peak46770	chr18	43391918	43394088	.	2171	52.95	57.59	57.18	51.44
peak46772	chr18	43476878	43478787	.	1910	45.96	40.65	28.59	28.93
peak46773	chr18	43507226	43508816	.	1591	29.97	23.72	29.61	32.15
peak46776	chr18	44379801	44383229	.	3429	782.27	761.43	822.95	790.83
peak46777	chr18	44391275	44393766	.	2492	127.88	121.12	113.33	131.8
peak46779	chr18	44810512	44813513	.	3002	310.71	300.67	301.2	307.54
peak46780	chr18	44827262	44829926	.	2665	570.47	548.84	580.96	556.15
peak46782	chr18	46091582	46093400	.	1819	68.94	67.76	71.47	85.73
peak46784	chr18	46175093	46176974	.	1882	81.92	112.65	86.79	102.87
peak46786	chr18	46197454	46199784	.	2331	520.52	496.32	508.47	516.5
peak46787	chr18	46200054	46201454	.	1401	363.66	372.67	348.17	347.19
peak46788	chr18	46211101	46214627	.	3527	429.6	452.28	443.13	452.21
peak46789	chr18	46279315	46281891	.	2577	453.58	394.69	430.87	423.28
peak46790	chr18	46310677	46313853	.	3177	336.69	345.56	341.02	372.91
peak46793	chr18	46446472	46448899	.	2428	53.95	56.75	38.8	54.65
peak46794	chr18	46463950	46466953	.	3004	213.8	214.28	197.06	228.25
peak46795	chr18	46506975	46509430	.	2456	212.8	207.51	204.21	198.24
peak46796	chr18	46513515	46516862	.	3348	433.6	458.21	502.35	429.71
peak46797	chr18	46520680	46526979	.	6300	1929.2	1882.81	1987.94	1833.48
peak46798	chr18	46573126	46575134	.	2009	448.58	441.27	427.81	431.85
peak46799	chr18	46595071	46600102	.	5032	922.14	996.88	965.89	908.7
peak46801	chr18	46727132	46730122	.	2991	87.92	76.23	104.14	122.16
peak46802	chr18	46740148	46741934	.	1787	353.67	344.72	370.63	341.84
peak46803	chr18	46742269	46744759	.	2491	640.4	672.49	650.39	603.3
peak46804	chr18	46745085	46746214	.	1130	224.79	224.45	235.86	195.03
peak46805	chr18	46785633	46787600	.	1968	150.86	151.61	130.69	138.23
peak46809	chr18	46958077	46959876	.	1800	409.62	412.47	396.16	377.2
peak46810	chr18	46981385	46982980	.	1596	58.95	71.99	74.54	66.44
peak46811	chr18	49721259	49722934	.	1676	80.92	93.17	69.43	78.23
peak46813	chr18	49730221	49732198	.	1978	37.96	42.35	40.84	41.79
peak46814	chr18	49754839	49757024	.	2186	409.62	428.57	421.68	412.56
peak46815	chr18	49770329	49772046	.	1718	184.83	155.84	178.68	185.38
peak46816	chr18	49823024	49824668	.	1645	63.94	60.13	61.26	72.87
peak46817	chr18	49831457	49834745	.	3289	716.33	703.83	691.24	719.03
peak46818	chr18	49967481	49969357	.	1877	47.96	47.43	53.09	48.22
peak46819	chr18	49978569	49983560	.	4992	1559.55	1442.39	1461.09	1370.56
peak46821	chr18	50008493	50010480	.	1988	94.91	94.01	114.36	103.94
peak46822	chr18	50014102	50015127	.	1026	214.8	226.99	223.61	189.67
peak46823	chr18	50015881	50019111	.	3231	789.27	748.72	788.23	720.1
peak46824	chr18	50027856	50029045	.	1190	306.71	274.42	277.72	308.62
peak46825	chr18	50030243	50034392	.	4150	839.22	760.58	794.36	752.25
peak46827	chr18	50042484	50043554	.	1071	25.98	22.87	22.46	19.29
peak46828	chr18	50051589	50056086	.	4498	578.46	570.01	526.85	555.08
peak46829	chr18	50063117	50067039	.	3923	469.56	475.15	476.82	422.2
peak46830	chr18	50076593	50078765	.	2173	128.88	148.22	114.36	136.09
peak46831	chr18	50095110	50097468	.	2359	52.95	60.13	73.51	64.3
peak46833	chr18	50127378	50129640	.	2263	488.55	459.9	471.71	416.85
peak46835	chr18	52456276	52459263	.	2988	85.92	91.47	84.75	84.66
peak46836	chr18	52464921	52467497	.	2577	505.53	497.17	512.56	476.86
peak46837	chr18	52484652	52487034	.	2383	165.85	172.78	166.43	174.67
peak46838	chr18	52527132	52529226	.	2095	22.98	27.1	25.53	37.51
peak46839	chr18	52908741	52909990	.	1250	5.99	7.62	3.06	7.5
peak46840	chr18	53175449	53178002	.	2554	423.61	464.14	415.56	418.99
peak46841	chr18	53244274	53247256	.	2983	346.68	358.27	364.51	376.13
peak46844	chr18	53416148	53418849	.	2702	78.93	83.85	79.64	72.87
peak46846	chr18	53647155	53649536	.	2382	138.87	167.7	130.69	128.59
peak46847	chr18	53743164	53745998	.	2835	822.23	785.99	826.01	773.68
peak46848	chr18	53750769	53752967	.	2199	53.95	71.99	67.39	80.37
peak46850	chr18	53800965	53802765	.	1801	31.97	51.67	44.93	36.43
peak46851	chr18	53861458	53862512	.	1055	268.75	241.39	266.49	253.97
peak46852	chr18	53862794	53865502	.	2709	660.39	631.84	667.75	637.59
peak46853	chr18	53865825	53866614	.	790	61.94	48.28	49.01	53.58
peak46854	chr18	53883380	53884698	.	1319	42.96	45.74	45.95	45.01
peak46856	chr18	53902920	53904661	.	1742	220.79	236.3	252.19	223.96
peak46858	chr18	53936840	53938511	.	1672	65.94	71.99	63.3	52.51
peak46859	chr18	53950836	53952611	.	1776	46.96	49.97	57.18	60.01
peak46860	chr18	54294903	54296554	.	1652	8.99	12.7	19.4	9.64
peak46863	chr18	54860061	54861380	.	1320	71.93	66.91	60.24	63.22
peak46864	chr18	54899918	54903254	.	3337	769.28	806.32	771.9	735.11
peak46865	chr18	54905644	54907527	.	1884	488.55	498.02	507.45	462.92
peak46866	chr18	54939988	54941834	.	1847	91.91	89.78	72.49	93.23
peak46867	chr18	54969694	54971451	.	1758	63.94	71.15	61.26	76.08
peak46868	chr18	54986568	54988551	.	1984	398.63	420.1	417.6	383.63
peak46869	chr18	54989483	54993286	.	3804	913.15	947.76	949.56	871.2
peak46870	chr18	55015042	55016674	.	1633	36.97	39.81	37.78	36.43
peak46872	chr18	55049868	55051422	.	1555	67.94	60.13	71.47	64.3
peak46873	chr18	55146263	55147402	.	1140	6.99	12.7	10.21	11.79
peak46874	chr18	55397697	55399109	.	1413	8.99	19.48	9.19	15
peak46875	chr18	55418650	55419920	.	1271	17.98	19.48	21.44	28.93
peak46876	chr18	55453159	55454635	.	1477	14.99	17.79	16.34	13.93
peak46877	chr18	55547554	55550872	.	3319	479.55	426.87	429.85	459.71
peak46878	chr18	55680463	55682436	.	1974	17.98	20.33	18.38	30
peak46879	chr18	55692170	55694023	.	1854	38.96	44.04	39.82	47.15
peak46880	chr18	55694955	55696976	.	2022	16.98	21.17	26.55	31.08
peak46881	chr18	55815155	55817468	.	2314	14.99	11.01	6.13	10.72
peak46882	chr18	56335043	56339120	.	4078	385.64	370.13	378.8	297.9
peak46883	chr18	56358175	56359789	.	1615	77.93	73.69	64.32	57.87
peak46885	chr18	56366091	56367320	.	1230	70.93	69.45	62.28	65.37
peak46889	chr18	56398936	56401652	.	2717	458.57	429.41	410.45	414.7
peak46890	chr18	56412266	56413719	.	1454	163.85	161.77	137.84	131.8
peak46891	chr18	56430474	56436188	.	5715	1506.6	1457.64	1449.86	1366.27
peak46892	chr18	56439578	56441741	.	2164	304.72	315.07	300.18	289.33
peak46893	chr18	56446654	56449299	.	2646	463.57	481.93	449.25	439.35
peak46894	chr18	56451460	56452512	.	1053	182.83	191.42	191.95	184.31
peak46895	chr18	56455193	56456487	.	1295	142.87	158.38	175.62	182.17
peak46896	chr18	56457291	56459755	.	2465	254.76	261.71	252.19	276.47
peak46897	chr18	56468457	56473714	.	5258	949.12	871.53	916.88	819.76
peak46898	chr18	56504273	56506103	.	1831	84.92	72.84	68.41	93.23
peak46899	chr18	56508310	56509841	.	1532	105.9	103.33	89.85	108.23
peak46900	chr18	56546446	56547622	.	1177	71.93	55.9	91.89	67.51
peak46901	chr18	56561313	56563681	.	2369	330.69	308.3	344.09	325.76
peak46902	chr18	56572226	56575109	.	2884	536.5	534.44	487.03	504.72
peak46905	chr18	56620361	56622811	.	2451	171.84	182.1	164.39	155.38
peak46909	chr18	56684529	56686029	.	1501	229.79	209.2	216.46	205.74
peak46910	chr18	56687232	56689022	.	1791	105.9	123.66	106.19	101.8
peak46911	chr18	56706480	56710188	.	3709	872.19	804.62	793.34	806.9
peak46912	chr18	56710864	56711525	.	662	111.9	98.25	128.65	87.87
peak46913	chr18	56714132	56717183	.	3052	411.62	421.79	412.5	426.49
peak46914	chr18	56718053	56720626	.	2574	301.72	281.19	282.82	264.68
peak46915	chr18	56723408	56724553	.	1146	96.91	90.63	102.1	88.94
peak46916	chr18	56725940	56727599	.	1660	91.91	94.01	98.02	98.59
peak46917	chr18	56733374	56734382	.	1009	43.96	55.05	57.18	46.08
peak46918	chr18	56736742	56738526	.	1785	59.94	52.51	74.54	68.58
peak46920	chr18	56755297	56757151	.	1855	454.58	380.29	418.62	400.77
peak46921	chr18	56831876	56833436	.	1561	80.92	102.48	123.54	118.95
peak46922	chr18	56837048	56838864	.	1817	147.86	149.91	128.65	126.45
peak46923	chr18	56869280	56870399	.	1120	39.96	44.04	67.39	51.44
peak46924	chr18	56871294	56873246	.	1953	144.87	153.3	149.07	142.52
peak46925	chr18	56883339	56884138	.	800	46.96	35.57	41.86	38.58
peak46926	chr18	56886287	56887541	.	1255	83.92	81.31	77.6	57.87
peak46927	chr18	56888320	56889687	.	1368	132.88	110.11	130.69	122.16
peak46928	chr18	56909473	56910779	.	1307	95.91	84.7	80.66	80.37
peak46929	chr18	56923148	56926438	.	3291	754.3	794.46	757.6	735.11
peak46930	chr18	56947669	56949602	.	1934	50.95	61.83	56.16	55.72
peak46931	chr18	56973635	56975984	.	2350	289.73	271.88	280.78	302.19
peak46932	chr18	56980220	56981761	.	1542	52.95	65.22	53.09	61.08
peak46933	chr18	56988977	56990712	.	1736	50.95	59.29	60.24	82.51
peak46935	chr18	57056362	57057932	.	1571	88.92	96.55	88.83	72.87
peak46936	chr18	57058309	57060664	.	2356	124.88	114.34	114.36	94.3
peak46937	chr18	57084954	57086199	.	1246	83.92	66.06	76.58	84.66
peak46938	chr18	57131912	57134064	.	2153	65.94	63.52	86.79	87.87
peak46939	chr18	57248965	57250664	.	1700	226.79	193.11	219.52	215.39
peak46940	chr18	57253027	57253791	.	765	66.94	57.59	60.24	60.01
peak46942	chr18	57354027	57357102	.	3076	457.57	506.49	441.08	421.13
peak46943	chr18	57361966	57363167	.	1202	13.99	8.47	22.46	19.29
peak46944	chr18	57877191	57878478	.	1288	172.84	188.03	199.1	187.53
peak46945	chr18	57879000	57880459	.	1460	238.78	231.22	229.73	253.97
peak46946	chr18	57969870	57971099	.	1230	97.91	83.85	64.32	79.3
peak46947	chr18	57976551	57977574	.	1024	46.96	48.28	40.84	34.29
peak46950	chr18	58530793	58532162	.	1370	28.97	18.63	18.38	30
peak46951	chr18	58555308	58557493	.	2186	80.92	67.76	90.87	71.8
peak46952	chr18	58560402	58561739	.	1338	52.95	49.97	52.07	53.58
peak46953	chr18	58570954	58572350	.	1397	16.98	17.79	16.34	12.86
peak46954	chr18	58658322	58662127	.	3806	715.33	726.7	682.05	655.81
peak46956	chr18	59174244	59176493	.	2250	86.92	101.64	83.72	90.01
peak46957	chr18	60058893	60060249	.	1357	48.95	60.98	74.54	51.44
peak46958	chr18	60211310	60214021	.	2712	13.99	19.48	15.32	20.36
peak46960	chr18	60271870	60274063	.	2194	15.99	9.32	12.25	7.5
peak46962	chr18	60373184	60378541	.	5358	94.91	128.74	140.9	113.59
peak46963	chr18	60381801	60383915	.	2115	69.93	68.6	74.54	79.3
peak46964	chr18	60438685	60439841	.	1157	25.98	22.02	26.55	35.36
peak46965	chr18	60462035	60463402	.	1368	50.95	65.22	54.11	56.79
peak46967	chr18	60499219	60502519	.	3301	1113.96	1067.18	1126.19	1020.15
peak46969	chr18	60524350	60528361	.	4012	514.52	514.11	515.62	500.43
peak46970	chr18	60559819	60562306	.	2488	381.64	387.91	432.92	370.77
peak46971	chr18	60595223	60597349	.	2127	228.79	233.76	211.35	202.53
peak46972	chr18	60623048	60625907	.	2860	436.59	440.42	450.27	448.99
peak46977	chr18	60732414	60734286	.	1873	224.79	235.46	230.75	226.1
peak46978	chr18	60734834	60736816	.	1983	218.8	245.62	212.37	226.1
peak46979	chr18	60746187	60749618	.	3432	687.36	631.84	703.49	646.17
peak46981	chr18	60773731	60777018	.	3288	696.35	657.25	670.82	607.59
peak46985	chr18	60843484	60845472	.	1989	335.69	282.04	318.56	267.9
peak46986	chr18	60846679	60847354	.	676	50.95	42.35	42.88	41.79
peak46987	chr18	60847655	60849592	.	1938	495.54	442.97	449.25	402.92
peak46989	chr18	60893075	60894981	.	1907	80.92	65.22	84.75	79.3
peak46991	chr18	60910839	60913142	.	2304	37.96	35.57	31.65	38.58
peak46992	chr18	60920839	60922963	.	2125	22.98	33.03	26.55	33.22
peak46993	chr18	60951544	60953239	.	1696	20.98	25.41	13.27	31.08
peak46996	chr18	60972213	60974008	.	1796	22.98	24.56	32.67	20.36
peak46999	chr18	60991064	60992055	.	992	14.99	14.4	12.25	28.93
peak47000	chr18	61013107	61015081	.	1975	9.99	27.1	18.38	24.65
peak47001	chr18	61043940	61046713	.	2774	77.93	71.15	90.87	85.73
peak47003	chr18	61175365	61178142	.	2778	624.42	646.24	660.6	632.23
peak47004	chr18	61187400	61189482	.	2083	70.93	78.77	97	81.44
peak47005	chr18	61203417	61204335	.	919	49.95	52.51	44.93	47.15
peak47006	chr18	61206694	61208427	.	1734	115.89	120.27	116.4	107.16
peak47007	chr18	61210209	61212369	.	2161	533.5	557.31	568.71	540.08
peak47008	chr18	61244346	61246639	.	2294	84.92	71.15	79.64	100.73
peak47010	chr18	61383917	61386036	.	2120	78.93	74.53	105.17	96.44
peak47012	chr18	61398107	61401546	.	3440	619.42	609.82	633.04	591.51
peak47014	chr18	61488795	61490210	.	1416	82.92	85.54	86.79	96.44
peak47015	chr18	61535223	61538039	.	2817	284.73	348.95	284.87	330.05
peak47016	chr18	61548537	61549614	.	1078	50.95	58.44	58.2	55.72
peak47017	chr18	61554278	61559438	.	5161	1274.81	1260.29	1181.33	1177.67
peak47018	chr18	61561755	61562606	.	852	139.87	139.75	137.84	125.38
peak47019	chr18	61564382	61566058	.	1677	139.87	138.9	169.49	155.38
peak47020	chr18	61570547	61571373	.	827	41.96	42.35	46.97	49.29
peak47023	chr18	61637674	61639071	.	1398	76.93	105.87	94.96	94.3
peak47024	chr18	61643279	61644468	.	1190	84.92	62.68	76.58	78.23
peak47025	chr18	61646866	61648141	.	1276	102.9	92.32	85.77	82.51
peak47026	chr18	61691174	61694181	.	3008	60.94	73.69	65.35	83.58
peak47027	chr18	61706459	61708471	.	2013	375.65	404.85	416.58	403.99
peak47028	chr18	61725007	61727632	.	2626	535.5	494.63	503.37	517.58
peak47030	chr18	61785281	61787722	.	2442	33.97	33.88	41.86	33.22
peak47031	chr18	61909376	61912651	.	3276	227.79	226.14	244.03	246.46
peak47032	chr18	61938213	61939807	.	1595	37.96	51.67	52.07	61.08
peak47036	chr18	62081089	62082533	.	1445	24.98	27.1	29.61	37.51
peak47037	chr18	62091763	62093899	.	2137	195.82	199.04	217.48	202.53
peak47038	chr18	62110488	62112609	.	2122	108.9	112.65	121.5	101.8
peak47041	chr18	62151163	62152655	.	1493	142.87	146.53	112.31	186.46
peak47042	chr18	62155567	62157802	.	2236	302.72	274.42	328.77	280.76
peak47043	chr18	62163608	62166510	.	2903	448.58	415.86	476.82	388.99
peak47044	chr18	62168490	62169909	.	1420	208.81	206.66	183.78	204.67
peak47045	chr18	62174594	62175404	.	811	86.92	78.77	79.64	77.15
peak47046	chr18	62176075	62180779	.	4705	1528.58	1559.27	1503.97	1425.21
peak47047	chr18	62188111	62189689	.	1579	342.68	326.93	321.62	288.26
