peakN	Chr	Start	End	Strand	Length	Arm_P14_Day30_H3K27me3_Rep1_S7	Arm_P14_Day30_H3K27me3_Rep2_S8	Arm_P14_Day30_H3K27me3_Rep3_S3	Arm_P14_Day30_H3K27me3_Rep4_S4
peak31113	chr19	56187369	56320345	.	132977	2129.31	2094.27	2148.34	2073.09
peak31114	chr19	56324345	56398153	.	73809	3250.84	3249.66	3270.03	3231.1
peak31115	chr19	56443722	56545355	.	101634	3812.5	3851.63	3929.38	3915.61
peak31116	chr19	56604733	56640340	.	35608	2323.05	2459.33	2447.32	2355.13
peak31117	chr19	56648219	56752921	.	104703	5764.07	5817.73	5941.09	6182.22
peak31118	chr19	56756003	56787848	.	31846	927.8	1040.82	1021.7	1096.25
peak31119	chr19	56822086	56844720	.	22635	1678.74	1721.43	1739.46	1773.55
peak31120	chr19	56852343	56941751	.	89409	2028.89	2076.79	2048.35	1995.89
peak31121	chr19	56942693	56971715	.	29023	412.35	451.48	438.58	441.59
peak31122	chr19	56979518	57024393	.	44876	1389.92	1460.26	1467.21	1467.84
peak31123	chr19	57138688	57175978	.	37291	1878.7	1857.36	1869.15	1758.11
peak31124	chr19	57179243	57212954	.	33712	1575.65	1608.81	1731.54	1659.3
peak31125	chr19	57213343	57295909	.	82567	2937.13	3006.93	2903.72	3044.79
peak31126	chr19	57299726	57340178	.	40453	2447.46	2411.76	2473.06	2486.89
peak31127	chr19	57392401	57453186	.	60786	1972.9	2064.17	2022.6	2030.89
peak31128	chr19	57492398	57545104	.	52707	621.2	631.1	631.63	650.54
peak31129	chr19	57549502	57572458	.	22957	629.2	691.29	644.5	662.9
peak31130	chr19	57576179	57616303	.	40125	2237.73	2124.37	2114.68	2138.97
peak31131	chr19	57620373	57623378	.	3006	71.98	74.76	63.36	66.91
peak31132	chr19	57858686	57865248	.	6563	31.99	37.87	33.66	28.82
peak31134	chr19	57897505	57908183	.	10679	63.99	65.05	60.39	47.35
peak31135	chr19	57908867	57920475	.	11609	76.43	65.05	69.3	83.38
peak31137	chr19	57995461	58015994	.	20534	167.07	161.17	178.2	159.55
peak31138	chr19	58018672	58081701	.	63030	638.97	583.52	573.22	608.34
peak31139	chr19	58106944	58135643	.	28700	375.03	367.98	336.61	346.89
peak31140	chr19	58137858	58192767	.	54910	1117.98	1051.5	1169.21	1139.48
peak31141	chr19	58193697	58219833	.	26137	590.98	551.48	629.65	642.31
peak31142	chr19	58223750	58312560	.	88811	1407.69	1330.16	1390.97	1440.05
peak31143	chr19	58338003	58365875	.	27873	231.06	237.87	252.45	265.57
peak31144	chr19	58370085	58417300	.	47216	423.91	455.36	461.35	456
peak31145	chr19	58427217	58430554	.	3338	22.22	21.36	41.58	41.17
peak31146	chr19	58440687	58447069	.	6383	73.76	94.18	69.3	70
peak31147	chr19	58449501	58461949	.	12449	783.83	821.4	871.21	892.44
peak31148	chr19	58467578	58470504	.	2927	67.54	75.73	71.28	84.41
peak31149	chr19	58477523	58488762	.	11240	71.1	75.73	79.2	67.94
peak31150	chr19	58489717	58536435	.	46719	471.9	465.07	521.74	511.58
peak31151	chr19	58538481	58591394	.	52914	394.58	396.13	365.32	376.74
peak31152	chr19	58599384	58601901	.	2518	7.11	2.91	9.9	6.18
peak31153	chr19	58607298	58617446	.	10149	39.99	30.1	42.57	44.26
peak31154	chr19	58625284	58666267	.	40984	179.52	172.82	187.11	181.16
peak31155	chr19	58670872	58709214	.	38343	84.43	106.8	103.95	136.9
peak31156	chr19	58709910	58837771	.	127862	243.5	252.44	282.15	260.42
peak31157	chr19	58852304	58876860	.	24557	190.18	203.89	214.83	233.66
peak31158	chr19	58879066	58923414	.	44349	295.05	302.93	314.83	329.39
peak31159	chr19	58928206	58984946	.	56741	654.08	623.33	624.7	672.16
peak31160	chr19	58989718	58993831	.	4114	9.78	6.8	11.88	13.38
peak31161	chr19	58995707	59062579	.	66873	237.28	271.86	277.2	281.01
peak31162	chr19	59065479	59083443	.	17965	328.82	325.26	328.69	311.89
peak31163	chr19	59094951	59147243	.	52293	513.67	502.93	594.01	566.14
peak31164	chr19	59154194	59180033	.	25840	1757.84	1917.56	1955.28	1887.81
peak31165	chr19	59183414	59219837	.	36424	2087.54	2190.39	2284.96	2207.93
peak31166	chr19	59225328	59245862	.	20535	480.78	481.57	510.85	519.82
peak31167	chr19	59251973	59273049	.	21077	1096.65	1052.47	1083.08	1136.39
peak31168	chr19	59347048	59434855	.	87808	4639.87	4609.91	4495.67	4745.26
peak31169	chr19	59437724	59479297	.	41574	3571.66	3534.14	3631.38	3606.81
peak31170	chr19	59483599	59486753	.	3155	61.32	66.99	74.25	67.94
peak31171	chr19	59494501	59598224	.	103724	758.94	755.37	772.21	803.91
peak31172	chr19	59598914	59641085	.	42172	219.51	228.17	235.62	214.1
peak31174	chr19	59651312	59660363	.	9052	23.11	30.1	20.79	36.03
peak31175	chr19	59667214	59677648	.	10435	32.88	35.92	39.6	18.53
peak31176	chr19	59693148	59705880	.	12733	44.43	47.57	45.54	36.03
peak31177	chr19	59709058	59724667	.	15610	55.99	73.79	71.28	50.44
peak31178	chr19	59729436	59754909	.	25474	111.98	87.38	115.83	118.37
peak31179	chr19	59762665	59769019	.	6355	34.66	40.78	33.66	37.06
peak31180	chr19	59786978	59814027	.	27050	143.08	181.56	188.1	137.93
peak31181	chr19	59820462	59871175	.	50714	460.34	486.43	450.46	442.62
peak31182	chr19	59872278	59893532	.	21255	206.18	178.65	219.78	201.75
peak31183	chr19	59942781	60018613	.	75833	2607.43	2492.34	2468.11	2462.18
peak31184	chr19	60020719	60028488	.	7770	56.88	59.23	44.55	60.73
peak31185	chr19	60030550	60078984	.	48435	504.78	567.99	576.19	541.43
peak31186	chr19	60082049	60178362	.	96314	4015.12	4123.48	4033.33	3990.75
peak31187	chr19	60228304	60293179	.	64876	5510.79	5668.21	5487.66	5481.24
peak31188	chr19	60295844	60347344	.	51501	1762.28	1720.46	1801.83	1756.05
peak31189	chr19	60354619	60446332	.	91714	1367.7	1364.14	1429.58	1342.26
peak31190	chr19	60447358	60480926	.	33569	1149.97	1167.04	1088.03	1179.62
peak31191	chr19	60483249	60519262	.	36014	870.92	840.81	894.98	845.09
peak31192	chr19	60587956	60679306	.	91351	3316.61	3430.25	3369.03	3398.88
peak31193	chr19	60682610	60712128	.	29519	1249.5	1293.26	1328.6	1221.83
peak31194	chr19	60712556	60754251	.	41696	2589.65	2717.59	2638.4	2578.5
peak31195	chr19	60792362	60811618	.	19257	1652.08	1690.37	1746.39	1656.21
peak31196	chr19	60874241	60926824	.	52584	1349.04	1282.58	1225.64	1354.61
peak31197	chr19	60933796	60944505	.	10710	163.52	142.72	139.59	138.96
peak31198	chr19	60950913	60996088	.	45176	1247.73	1247.63	1300.88	1223.89
peak31199	chr19	60999759	61112237	.	112479	1740.95	1583.56	1604.82	1522.39
peak31200	chr19	61140723	61167035	.	26313	1916.02	2003.97	1920.63	1914.57
peak31201	chr19	61173994	61180748	.	6755	224.84	199.04	203.94	181.16
peak31202	chr19	61185821	61199640	.	13820	792.72	886.45	795.97	816.27
peak31203	chr19	61199880	61224310	.	24431	1153.53	1210.73	1146.44	1177.57
peak31204	chr19	61230805	61266550	.	35746	1110.87	1144.71	1084.07	1172.42
peak31205	chr19	61267210	61295254	.	28045	1994.23	2114.66	1875.09	1996.92
peak31206	chr19	61305580	61330919	.	25340	596.31	576.72	608.86	643.34
peak31207	chrX	3469677	3476015	.	6339	48.88	57.28	57.42	52.5
peak31208	chrX	5160608	5166464	.	5857	54.21	62.14	51.48	51.47
peak31210	chrX	5561501	5567525	.	6025	51.54	52.43	42.57	49.41
peak31211	chrX	6045920	6052017	.	6098	16.89	27.19	22.77	27.79
peak31212	chrX	6169764	6174725	.	4962	32.88	25.24	23.76	24.7
peak31213	chrX	6395775	6404623	.	8849	58.65	58.25	63.36	64.85
peak31214	chrX	6771754	6781768	.	10015	40.88	55.34	56.43	79.26
peak31215	chrX	6887381	6899396	.	12016	14.22	18.45	14.85	13.38
peak31216	chrX	6916834	6924672	.	7839	22.22	26.21	23.76	23.67
peak31217	chrX	7015863	7020311	.	4449	21.33	15.53	26.73	23.67
peak31222	chrX	7104407	7111431	.	7025	33.77	42.72	54.45	50.44
peak31223	chrX	7118780	7145782	.	27003	190.18	210.69	236.61	237.78
peak31224	chrX	7323417	7400590	.	77174	2918.47	3031.2	3031.43	3061.26
peak31226	chrX	7422811	7555883	.	133073	5759.63	5867.25	5892.58	5696.37
peak31227	chrX	7557761	7569112	.	11352	239.95	225.25	216.81	261.45
peak31228	chrX	7574280	7589663	.	15384	348.37	380.6	374.23	418.94
peak31229	chrX	7604951	7651659	.	46709	2101.76	2292.33	2083	2146.17
peak31230	chrX	7679554	7697400	.	17847	490.56	523.32	545.5	557.9
peak31231	chrX	7714268	7722285	.	8018	53.32	55.34	70.29	72.05
peak31232	chrX	7736242	7762618	.	26377	760.72	800.04	752.41	778.18
peak31233	chrX	7776877	7792481	.	15605	479.01	467.98	473.23	446.73
peak31234	chrX	7820707	7841708	.	21002	367.03	400.99	392.05	370.56
peak31235	chrX	7912719	7930803	.	18085	847.81	895.18	907.85	934.64
peak31236	chrX	7951363	8059515	.	108153	2411.92	2380.69	2322.58	2307.78
peak31237	chrX	8096552	8118381	.	21830	204.4	202.92	203.94	214.1
peak31238	chrX	8179653	8185237	.	5585	57.77	50.49	53.46	48.38
peak31239	chrX	8196610	8224759	.	28150	1062.88	1058.3	1121.69	1013.9
peak31240	chrX	8227753	8237700	.	9948	144.86	109.71	158.4	150.28
peak31241	chrX	8252283	8323840	.	71558	1319.71	1425.31	1415.72	1340.2
peak31242	chrX	8325557	8337768	.	12212	91.54	62.14	94.05	82.35
peak31245	chrX	8864441	8868163	.	3723	27.55	19.42	9.9	13.38
peak31246	chrX	8883366	8916876	.	33511	578.54	630.12	616.78	605.25
peak31247	chrX	8925463	8937627	.	12165	61.32	46.6	41.58	58.67
peak31248	chrX	8942052	8947196	.	5145	15.11	14.56	13.86	15.44
peak31249	chrX	8995263	9002436	.	7174	41.77	37.87	48.51	43.23
peak31250	chrX	9005599	9019396	.	13798	101.31	101.95	107.91	94.7
peak31251	chrX	9048295	9060270	.	11976	109.31	118.45	124.74	102.93
peak31252	chrX	9064358	9088667	.	24310	273.72	291.27	302.95	269.69
peak31253	chrX	9089665	9125134	.	35470	965.12	1035	969.23	1044.78
peak31254	chrX	9153102	9168260	.	15159	255.94	251.47	251.46	239.84
peak31255	chrX	9183222	9204730	.	21509	617.64	554.39	590.05	620.69
peak31256	chrX	9207827	9214155	.	6329	10.66	21.36	10.89	14.41
peak31257	chrX	9225692	9234912	.	9221	18.66	15.53	21.78	17.5
peak31258	chrX	9333311	9338954	.	5644	72.87	68.94	70.29	62.79
peak31259	chrX	9351848	9365084	.	13237	129.75	144.67	119.79	95.73
peak31260	chrX	9379593	9386646	.	7054	25.77	34.95	44.55	29.85
peak31262	chrX	9522489	9536331	.	13843	111.09	115.54	120.78	111.17
peak31264	chrX	9544855	9567636	.	22782	168.85	174.76	173.25	163.67
peak31265	chrX	9663424	9674013	.	10590	168.85	169.91	153.45	145.14
peak31266	chrX	9746134	9749983	.	3850	11.55	10.68	8.91	11.32
peak31267	chrX	10114936	10118139	.	3204	6.22	2.91	4.95	5.15
peak31268	chrX	10212854	10278023	.	65170	1288.61	1193.26	1196.93	1338.14
peak31270	chrX	10480300	10501653	.	21354	124.42	125.25	128.7	117.34
peak31271	chrX	10602674	10646579	.	43906	240.84	259.23	263.34	252.19
peak31272	chrX	10649619	10713812	.	64194	905.58	918.49	881.12	866.7
peak31273	chrX	10714446	10717349	.	2904	12.44	12.62	10.89	11.32
peak31274	chrX	10724879	10784638	.	59760	1105.54	1160.25	1109.81	1142.57
peak31275	chrX	11081934	11092268	.	10335	22.22	25.24	14.85	25.73
peak31276	chrX	11151732	11164134	.	12403	27.55	16.51	20.79	16.47
peak31277	chrX	11423412	11431073	.	7662	28.44	33.98	29.7	23.67
peak31278	chrX	11486630	11499434	.	12805	71.1	80.59	66.33	88.52
peak31279	chrX	11508542	11513342	.	4801	36.44	48.55	34.65	35
peak31280	chrX	11524209	11528355	.	4147	17.77	18.45	22.77	17.5
peak31281	chrX	11548956	11554882	.	5927	31.99	41.75	34.65	38.09
peak31282	chrX	11582626	11595153	.	12528	82.65	83.5	72.27	101.9
peak31283	chrX	11600710	11608254	.	7545	89.76	87.38	89.1	88.52
peak31284	chrX	11611409	11643842	.	32434	540.33	535.95	533.62	543.49
peak31285	chrX	11656989	11689570	.	32582	347.48	355.36	379.18	409.68
peak31286	chrX	11695153	11710205	.	15053	161.74	138.84	166.32	148.22
peak31287	chrX	11716776	11724978	.	8203	79.98	68.94	54.45	74.11
peak31288	chrX	11727911	11733937	.	6027	58.65	54.37	61.38	63.82
peak31290	chrX	11764375	11774079	.	9705	114.64	112.63	105.93	97.79
peak31291	chrX	11782051	11789591	.	7541	70.21	71.85	74.25	56.61
peak31292	chrX	11796257	11816224	.	19968	424.8	436.91	453.43	450.85
peak31293	chrX	11819317	11824199	.	4883	40.88	38.84	44.55	31.91
peak31295	chrX	11835730	11844417	.	8688	77.32	89.32	90.09	95.73
peak31296	chrX	11853460	11871611	.	18152	193.74	180.59	202.95	185.28
peak31297	chrX	11873332	11879802	.	6471	67.54	60.2	55.44	59.7
peak31298	chrX	11884768	11896333	.	11566	141.3	120.39	127.71	130.73
peak31299	chrX	11903814	11926205	.	22392	252.39	242.73	248.49	223.37
peak31300	chrX	11929125	11934686	.	5562	84.43	87.38	69.3	75.14
peak31301	chrX	11938719	11999519	.	60801	2099.1	2146.7	2174.08	2120.44
peak31302	chrX	12017649	12031047	.	13399	246.17	233.02	204.93	226.45
peak31303	chrX	12071740	12078439	.	6700	59.54	60.2	54.45	57.64
peak31305	chrX	12089720	12102144	.	12425	151.08	156.32	142.56	149.25
peak31306	chrX	12107070	12109771	.	2702	31.99	18.45	20.79	27.79
peak31307	chrX	12115577	12135187	.	19611	250.61	224.28	237.6	233.66
peak31308	chrX	12142036	12151674	.	9639	47.99	51.46	54.45	49.41
peak31309	chrX	12163633	12230928	.	67296	1205.96	1248.6	1207.82	1245.5
peak31311	chrX	12244918	12284998	.	40081	555.43	599.06	542.53	577.46
peak31312	chrX	12289093	12300667	.	11575	111.98	83.5	87.12	108.08
peak31314	chrX	12316513	12337400	.	20888	202.62	198.07	198.99	209.99
peak31316	chrX	12359496	12367908	.	8413	66.65	77.67	77.22	70
peak31317	chrX	12374319	12385931	.	11613	92.42	92.24	79.2	77.2
peak31318	chrX	12419517	12425188	.	5672	49.77	54.37	39.6	57.64
peak31319	chrX	12440960	12445143	.	4184	26.66	28.16	23.76	33.97
peak31320	chrX	12472207	12498833	.	26627	241.72	249.53	275.22	229.54
peak31322	chrX	12517140	12590150	.	73011	1113.53	1121.41	1038.53	1155.95
peak31323	chrX	12620881	12642672	.	21792	333.26	351.47	314.83	310.86
peak31324	chrX	12771606	12916592	.	144987	2560.33	2624.39	2600.77	2559.97
peak31325	chrX	12926781	12935073	.	8293	82.65	98.06	90.09	110.14
peak31326	chrX	12936464	12967123	.	30660	577.65	576.72	512.83	492.02
peak31327	chrX	12971268	12975583	.	4316	51.54	48.55	57.42	56.61
peak31328	chrX	12977932	13041973	.	64042	1349.93	1497.15	1372.16	1340.2
peak31329	chrX	13048716	13052533	.	3818	41.77	39.81	36.63	41.17
peak31330	chrX	13057726	13068122	.	10397	112.86	88.35	96.03	115.29
peak31331	chrX	13167391	13198865	.	31475	636.31	638.86	669.25	628.93
peak31332	chrX	13208185	13228807	.	20623	361.7	342.73	321.76	367.47
peak31333	chrX	13230547	13239133	.	8587	87.09	79.62	78.21	77.2
peak31334	chrX	13247599	13278202	.	30604	547.44	578.67	552.43	539.37
peak31335	chrX	13296170	13400402	.	104233	2006.67	2003.97	1984.98	2037.06
peak31336	chrX	13402956	13430210	.	27255	678.96	776.73	687.07	660.84
peak31337	chrX	13435302	13453993	.	18692	1155.3	1235.01	1143.47	1175.51
peak31338	chrX	13464910	13472040	.	7131	139.52	160.2	132.66	147.2
peak31339	chrX	13475837	13497853	.	22017	397.25	448.56	364.33	413.79
peak31340	chrX	13503617	13566275	.	62659	1379.25	1424.33	1335.53	1426.67
peak31341	chrX	13568666	13576214	.	7549	103.09	92.24	76.23	87.49
peak31342	chrX	13585881	13596802	.	10922	170.63	178.65	149.49	169.84
peak31344	chrX	13609033	13616083	.	7051	67.54	53.4	50.49	47.35
peak31345	chrX	13622050	13641296	.	19247	205.29	207.78	174.24	204.84
peak31346	chrX	13645429	13672741	.	27313	948.24	956.35	1012.79	994.34
peak31347	chrX	13676251	13742948	.	66698	1288.61	1304.91	1265.24	1250.65
peak31348	chrX	13746682	13762137	.	15456	151.97	172.82	162.36	146.17
peak31349	chrX	13763786	13781412	.	17627	189.29	188.36	163.35	149.25
peak31350	chrX	13782361	13818140	.	35780	355.48	386.42	355.42	371.59
peak31351	chrX	13819419	13865669	.	46251	1448.57	1477.73	1420.67	1396.81
peak31352	chrX	13869104	13892942	.	23839	184.85	193.21	204.93	181.16
peak31353	chrX	13900168	13910511	.	10344	36.44	38.84	38.61	41.17
peak31354	chrX	13913332	13923829	.	10498	42.66	43.69	40.59	33.97
peak31355	chrX	13968397	13973469	.	5073	31.1	38.84	39.6	30.88
peak31357	chrX	15933512	15939501	.	5990	49.77	47.57	58.41	51.47
peak31359	chrX	16339656	16343728	.	4073	61.32	51.46	51.48	45.29
peak31360	chrX	16598829	16625798	.	26970	319.04	331.08	318.79	298.51
peak31361	chrX	16909429	16913063	.	3635	17.77	21.36	19.8	15.44
peak31362	chrX	17241010	17246437	.	5428	21.33	26.21	29.7	22.65
peak31363	chrX	17260112	17272363	.	12252	59.54	59.23	87.12	71.02
peak31364	chrX	17278631	17287493	.	8863	53.32	55.34	35.64	61.76
peak31366	chrX	17301064	17304998	.	3935	43.55	36.89	35.64	40.14
peak31367	chrX	17309283	17361380	.	52098	640.75	600.03	598.96	636.13
peak31368	chrX	17369428	17386569	.	17142	239.95	216.51	219.78	238.81
peak31369	chrX	17389379	17418846	.	29468	280.83	295.16	268.29	322.18
peak31370	chrX	17426642	17438316	.	11675	87.98	69.91	90.09	70
peak31373	chrX	17451873	17462492	.	10620	89.76	68.94	74.25	74.11
peak31374	chrX	17467339	17472953	.	5615	54.21	49.52	51.48	41.17
peak31375	chrX	17572146	17602382	.	30237	660.3	682.55	645.49	658.78
peak31376	chrX	17641782	17653619	.	11838	86.2	88.35	95.04	88.52
peak31377	chrX	18075844	18092178	.	16335	105.75	101.95	95.04	120.43
peak31378	chrX	18102445	18111111	.	8667	58.65	53.4	55.44	48.38
peak31379	chrX	18114712	18160702	.	45991	1202.4	1214.62	1186.04	1191.98
peak31380	chrX	18292279	18300740	.	8462	69.32	63.11	78.21	73.08
peak31381	chrX	18302608	18308943	.	6336	57.77	54.37	56.43	59.7
peak31385	chrX	18974715	18989639	.	14925	113.75	109.71	102.96	87.49
peak31386	chrX	19011767	19025537	.	13771	156.41	144.67	158.4	128.67
peak31387	chrX	19029959	19057538	.	27580	324.37	274.77	284.13	291.3
peak31388	chrX	19066238	19113925	.	47688	770.5	723.33	729.64	722.6
peak31389	chrX	19118623	19122786	.	4164	82.65	97.09	76.23	81.32
peak31391	chrX	19160222	19174770	.	14549	87.98	89.32	67.32	80.29
peak31392	chrX	19233977	19276032	.	42056	827.37	847.61	768.25	793.62
peak31393	chrX	19287288	19304528	.	17241	185.74	136.9	175.23	161.61
peak31394	chrX	19321218	19326114	.	4897	42.66	36.89	36.63	31.91
peak31397	chrX	19971371	19976366	.	4996	43.55	36.89	32.67	32.94
peak31398	chrX	19998072	20039460	.	41389	705.62	636.92	662.32	665.98
peak31399	chrX	20041415	20044462	.	3048	49.77	35.92	55.44	50.44
peak31400	chrX	20046701	20097876	.	51176	1232.62	1166.07	1225.64	1211.53
peak31402	chrX	20253526	20261468	.	7943	63.99	63.11	79.2	72.05
peak31403	chrX	20288225	20364835	.	76611	2037.78	2132.13	2173.09	2147.2
peak31405	chrX	20526318	20569249	.	42932	949.13	1005.87	969.23	1043.75
peak31406	chrX	20571938	20612079	.	40142	918.91	935.96	917.75	935.67
peak31407	chrX	20740953	20750598	.	9646	117.31	125.25	143.55	106.02
peak31408	chrX	20754288	20758871	.	4584	31.99	30.1	39.6	29.85
peak31409	chrX	20826403	20848365	.	21963	617.64	624.3	591.04	583.64
peak31410	chrX	20865862	20926191	.	60330	2009.34	2054.46	2000.82	2047.36
peak31411	chrX	21062064	21078736	.	16673	503	509.73	456.4	451.88
peak31412	chrX	21088869	21103496	.	14628	565.21	505.85	476.2	473.5
peak31413	chrX	21107837	21143879	.	36043	716.29	750.52	703.9	725.68
peak31414	chrX	21155456	21165174	.	9719	87.98	64.08	75.24	62.79
peak31415	chrX	21171866	21179850	.	7985	57.77	56.31	57.42	51.47
peak31416	chrX	21332309	21365197	.	32889	300.38	272.83	268.29	266.6
peak31417	chrX	21370619	21378444	.	7826	31.99	20.39	28.71	28.82
peak31419	chrX	21619486	21625306	.	5821	75.54	60.2	70.29	63.82
peak31421	chrX	23554436	23561934	.	7499	73.76	76.7	62.37	68.97
peak31422	chrX	23566409	23572299	.	5891	54.21	59.23	82.17	67.94
peak31423	chrX	23577419	23586193	.	8775	123.53	102.92	99.99	110.14
peak31424	chrX	23598308	23640748	.	42441	1014.89	954.41	986.06	957.29
peak31425	chrX	23642003	23652747	.	10745	129.75	133.99	141.57	145.14
peak31426	chrX	23655369	23691580	.	36212	537.66	544.68	494.02	497.17
peak31427	chrX	23827862	23832964	.	5103	39.99	48.55	40.59	46.32
peak31428	chrX	23837823	23860370	.	22548	230.17	212.63	198.99	215.13
peak31429	chrX	24154356	24160579	.	6224	72.87	66.02	69.3	70
peak31432	chrX	27835223	27839189	.	3967	48.88	56.31	56.43	66.91
peak31433	chrX	28023397	28032522	.	9126	209.73	227.19	188.1	186.31
peak31435	chrX	28842485	28847043	.	4559	59.54	54.37	63.36	45.29
peak31436	chrX	29734504	29738595	.	4092	46.21	60.2	62.37	48.38
peak31437	chrX	33841519	33846569	.	5051	50.66	44.66	49.5	48.38
peak31439	chrX	35730206	35735147	.	4942	35.55	29.13	29.7	17.5
peak31441	chrX	35758407	35763781	.	5375	79.09	85.44	64.35	79.26
peak31442	chrX	35766220	35781051	.	14832	162.63	155.35	167.31	145.14
peak31443	chrX	35783255	35859213	.	75959	1497.45	1571.91	1573.14	1511.07
peak31444	chrX	35864964	35885766	.	20803	432.79	455.36	465.31	480.7
peak31445	chrX	36085164	36128455	.	43292	1328.6	1309.77	1287.02	1349.46
peak31446	chrX	36132343	36212381	.	80039	1383.7	1422.39	1406.81	1388.58
peak31447	chrX	36216862	36310237	.	93376	2820.72	2885.56	2791.85	2928.47
peak31448	chrX	36314193	36353964	.	39772	1228.18	1193.26	1210.79	1172.42
peak31449	chrX	36356816	36400486	.	43671	621.2	634.98	647.47	605.25
peak31450	chrX	36404358	36412610	.	8253	167.07	173.79	144.54	161.61
peak31451	chrX	36416975	36471280	.	54306	797.16	739.84	827.65	873.91
peak31452	chrX	36497556	36504714	.	7159	22.22	37.87	25.74	43.23
peak31453	chrX	36507890	36551047	.	43158	797.16	906.84	905.87	903.76
peak31454	chrX	36554365	36598215	.	43851	1214.84	1267.05	1262.27	1188.89
peak31455	chrX	36624258	36631301	.	7044	86.2	97.09	111.87	100.88
peak31456	chrX	36644510	36689859	.	45350	1722.29	1729.2	1688.97	1768.41
peak31457	chrX	36692560	36734208	.	41649	1691.19	1753.47	1630.56	1699.44
peak31458	chrX	36760913	36793679	.	32767	775.83	765.08	794.98	772.01
peak31460	chrX	36864300	36872913	.	8614	98.65	111.66	97.02	88.52
peak31461	chrX	36901697	36912226	.	10530	175.07	175.74	196.02	176.02
peak31462	chrX	36990921	37014631	.	23711	775.83	783.53	780.13	757.59
peak31463	chrX	37022566	37030280	.	7715	242.61	246.61	257.4	278.95
peak31464	chrX	37031476	37074955	.	43480	1501	1612.69	1599.87	1647.97
peak31465	chrX	37110076	37125619	.	15544	360.81	403.9	363.34	334.54
peak31466	chrX	37193509	37253066	.	59558	731.4	738.87	746.47	749.36
peak31467	chrX	37269772	37276988	.	7217	26.66	27.19	32.67	29.85
peak31468	chrX	37397742	37419040	.	21299	83.54	88.35	83.16	89.55
peak31472	chrX	38074218	38094408	.	20191	135.97	153.4	139.59	139.99
peak31473	chrX	38127108	38182695	.	55588	1205.07	1289.38	1220.69	1216.68
peak31474	chrX	38184422	38187330	.	2909	39.99	39.81	46.53	39.11
peak31475	chrX	38220119	38296961	.	76843	1737.4	1694.25	1777.08	1729.29
peak31476	chrX	38309827	38351691	.	41865	378.58	380.6	394.03	384.97
peak31477	chrX	38353572	38393030	.	39459	471.9	486.43	480.16	492.02
peak31478	chrX	38459030	38501549	.	42520	688.74	696.15	690.04	737.01
peak31479	chrX	38505807	38520781	.	14975	217.73	197.1	201.96	191.46
peak31480	chrX	38570840	38601261	.	30422	653.19	656.34	648.46	671.13
peak31481	chrX	38639074	38662042	.	22969	267.5	293.22	261.36	295.42
peak31482	chrX	38665527	38677974	.	12448	88.87	83.5	88.11	97.79
peak31483	chrX	38681030	38711315	.	30286	237.28	254.38	240.57	230.57
peak31484	chrX	38713932	38719615	.	5684	54.21	68.94	64.35	73.08
peak31486	chrX	39156697	39162426	.	5730	45.32	49.52	40.59	47.35
peak31490	chrX	41396748	41406718	.	9971	209.73	202.92	213.84	211.01
peak31493	chrX	41751164	41769911	.	18748	169.74	165.06	152.46	136.9
peak31494	chrX	41777208	41791188	.	13981	133.3	153.4	147.51	145.14
peak31495	chrX	41886754	41892924	.	6171	50.66	49.52	54.45	56.61
peak31496	chrX	41912018	41928426	.	16409	493.23	498.08	495.01	497.17
peak31497	chrX	41941099	41988803	.	47705	1121.53	1107.82	1110.8	1072.57
peak31498	chrX	41992699	42066624	.	73926	1307.27	1399.09	1357.31	1290.79
peak31499	chrX	42115906	42147057	.	31152	894.03	929.17	927.65	956.26
peak31500	chrX	42300562	42333474	.	32913	398.14	422.35	356.41	402.47
peak31502	chrX	42540984	42566840	.	25857	564.32	557.31	565.3	616.57
peak31503	chrX	42574292	42632731	.	58440	1335.71	1320.45	1196.93	1275.35
peak31504	chrX	42637440	42682371	.	44932	654.97	630.12	588.07	646.43
peak31505	chrX	42683319	42759079	.	75761	1079.76	970.92	997.94	970.67
peak31506	chrX	42774031	42779071	.	5041	29.33	44.66	24.75	35
peak31507	chrX	42780096	42787428	.	7333	43.55	52.43	45.54	40.14
peak31508	chrX	42788790	42817952	.	29163	257.72	208.75	205.92	205.87
peak31509	chrX	42820429	42841436	.	21008	135.97	133.99	134.64	121.46
peak31510	chrX	42842265	42850951	.	8687	61.32	55.34	50.49	51.47
peak31511	chrX	42857113	42873472	.	16360	88.87	90.3	100.98	89.55
peak31512	chrX	42886299	42901527	.	15229	72.87	69.91	69.3	70
peak31513	chrX	42906213	42911161	.	4949	37.33	26.21	41.58	40.14
peak31514	chrX	42941680	42951447	.	9768	50.66	59.23	33.66	44.26
peak31515	chrX	42955925	42990902	.	34978	175.96	176.71	209.88	177.05
peak31516	chrX	42994016	42999544	.	5529	19.55	13.59	21.78	20.59
peak31518	chrX	43422568	43432918	.	10351	64.87	52.43	69.3	62.79
peak31522	chrX	47808909	47836336	.	27428	205.29	178.65	170.28	156.46
peak31523	chrX	47837937	47860688	.	22752	159.08	167.97	148.5	164.69
peak31524	chrX	47873961	47912438	.	38478	1424.58	1565.12	1456.32	1350.49
peak31525	chrX	47969051	47994341	.	25291	718.06	787.41	696.97	715.39
peak31526	chrX	47995155	48094018	.	98864	3698.75	3947.75	3905.62	3807.53
