peakN	Chr	Start	End	Strand	Length	Naive_P14_Day30_H3K27me3_Rep1_S5	Naive_P14_Day30_H3K27me3_Rep2_S6	Naive_P14_Day30_H3K27me3_Rep3_S3	Naive_P14_Day30_H3K27me3_Rep4_S4	Naive_P14_Day32_H3K27me3_Rep1_S9	Naive_P14_Day32_H3K27me3_Rep2_S10	Naive_P14_Day32_H3K27me3_Rep3_S11	Naive_P14_Day32_H3K27me3_Rep4_S12
peak23029	chr13	59037061	59088230	.	51170	1172.58	1159.98	1170.22	1086.91	1165.09	1190.72	1088.21	1129.14
peak23032	chr13	59354322	59386017	.	31696	289.37	289.78	266.88	271.54	226.55	214.7	252.26	235.92
peak23033	chr13	59389824	59432997	.	43174	582.3	608.29	609.87	633.59	519.62	475.41	550.97	531.6
peak23034	chr13	59437364	59443181	.	5818	68.35	75.19	66.03	71.06	67.42	73.39	62.27	60.78
peak23035	chr13	59559003	59585390	.	26388	973.75	978.33	950.11	886.43	1003.27	960.68	980.55	922.06
peak23036	chr13	59674830	59752631	.	77802	1769.97	1846.84	1840.61	1750.43	1958	2042.96	1926.27	1961.57
peak23037	chr13	59822592	59838368	.	15777	244.99	235.71	238.45	228.9	252.62	245.37	241.71	246.23
peak23038	chr13	59840273	59867332	.	27060	1035.88	1018.04	1017.06	967.22	1174.08	1086.66	1117.77	1086.9
peak23039	chr13	59873082	59925630	.	52549	797.11	762.05	802.46	808.64	722.79	659.44	701.9	638.75
peak23040	chr13	59933530	59947229	.	13700	376.36	375.11	372.34	350.09	358.7	331.91	339.87	337.92
peak23041	chr13	59951969	59955920	.	3952	39.06	36.33	33.02	31.42	32.36	29.58	27.44	27.82
peak23042	chr13	59966382	59983297	.	16916	349.73	339.63	306.31	329.14	346.11	349.44	337.76	314.22
peak23043	chr13	60121483	60126112	.	4630	47.93	49.85	55.94	45.63	38.66	33.96	31.66	31.94
peak23044	chr13	60168602	60181462	.	12861	379.02	361.59	379.68	333.63	393.76	440.36	425.36	397.67
peak23045	chr13	60438063	60511367	.	73305	1517.87	1568.88	1576.49	1585.11	1593.91	1646.42	1546.3	1622.62
peak23046	chr13	60514107	60589996	.	75890	1423.78	1393.15	1355.47	1408.57	1299.94	1314.5	1320.42	1281.61
peak23047	chr13	60594117	60605479	.	11363	157.11	149.54	145.82	137.64	156.42	147.88	170.99	131.87
peak23049	chr13	60639161	60651805	.	12645	189.07	164.75	179.75	172.05	215.76	178.55	210.04	182.35
peak23050	chr13	60721624	60748735	.	27112	64.8	62.52	55.94	58.35	69.22	60.25	63.33	78.3
peak23051	chr13	60754552	60759836	.	5285	8.88	5.91	8.25	8.23	10.79	6.57	19	14.42
peak23052	chr13	60763227	60827519	.	64293	1943.06	1938.08	1970.84	1918.74	2022.73	2069.25	1848.17	1931.69
peak23053	chr13	60829723	60842277	.	12555	37.28	49	38.52	51.62	43.15	33.96	65.44	58.72
peak23055	chr13	60860476	60877839	.	17364	161.55	161.37	162.33	151.11	134.85	135.83	149.88	150.41
peak23056	chr13	60890669	60896140	.	5472	59.47	49	46.77	49.37	53.04	47.1	49.61	43.27
peak23057	chr13	60897382	60974427	.	77046	845.04	813.59	851.07	902.14	850.44	899.34	861.28	906.61
peak23058	chr13	60979579	61021675	.	42097	980.85	977.49	1008.81	959.74	899.89	963.97	904.56	954
peak23059	chr13	61023313	61042928	.	19616	183.74	180.8	185.25	175.04	172.61	141.31	166.77	149.38
peak23060	chr13	61048625	61057931	.	9307	79.89	59.14	70.62	60.59	56.64	53.68	59.11	48.42
peak23061	chr13	61229985	61251379	.	21395	478.44	466.36	453.05	501.94	394.66	446.93	402.14	424.46
peak23064	chr13	61782283	61804079	.	21797	343.52	305.83	303.56	296.97	300.26	299.05	316.65	323.49
peak23066	chr13	61985438	62015524	.	30087	510.4	566.89	553.01	504.93	615.81	632.06	600.57	619.17
peak23067	chr13	62082382	62090647	.	8266	92.32	67.59	78.87	67.32	65.63	70.11	83.38	78.3
peak23068	chr13	62108961	62129878	.	20918	292.04	298.23	287.05	316.42	299.36	330.82	288.15	299.8
peak23069	chr13	62291849	62295571	.	3723	15.98	22.81	28.43	19.45	19.78	20.81	16.89	18.54
peak23071	chr13	62385347	62389545	.	4199	68.35	74.35	57.78	65.08	71.92	77.77	85.49	76.24
peak23072	chr13	62392588	62411358	.	18771	149.12	140.24	157.74	183.27	147.43	146.79	178.38	186.47
peak23073	chr13	62469317	62476664	.	7348	59.47	63.36	53.19	53.86	49.44	51.48	55.94	68
peak23074	chr13	62484335	62491363	.	7029	48.82	70.12	55.94	63.58	65.63	47.1	64.38	53.57
peak23076	chr13	62558538	62588746	.	30209	583.18	577.88	575.94	602.92	624.8	595.91	650.18	643.9
peak23077	chr13	62619062	62633136	.	14075	193.51	225.57	165.99	186.26	213.96	212.51	200.54	189.56
peak23078	chr13	62650516	62659094	.	8579	137.59	113.21	121.06	103.23	112.37	166.5	137.21	134.96
peak23079	chr13	62687293	62732737	.	45445	227.24	219.66	237.53	231.15	227.44	256.33	262.82	261.68
peak23080	chr13	62759215	62767079	.	7865	79.89	84.48	80.7	94.25	85.4	75.58	80.22	85.51
peak23081	chr13	62787486	62863021	.	75536	2239.53	2210.97	2159.76	2242.64	2520.77	2575.33	2374.86	2537.47
peak23082	chr13	62867414	62876299	.	8886	53.26	53.23	47.69	48.62	58.43	64.63	73.88	62.84
peak23083	chr13	62882037	62916565	.	34529	408.32	405.53	388.85	447.33	434.21	440.36	435.92	443
peak23084	chr13	62923996	62952961	.	28966	118.06	127.57	140.32	145.12	111.47	107.35	137.21	150.41
peak23085	chr13	62955534	62980566	.	25033	113.62	108.99	110.05	104.73	116.87	111.73	127.71	99.93
peak23086	chr13	62986100	63019152	.	33053	81.66	81.95	85.29	71.81	80.91	84.35	117.16	103.02
peak23087	chr13	63022348	63032687	.	10340	16.87	26.19	19.26	22.44	23.37	23	35.89	24.73
peak23088	chr13	63034901	63060491	.	25591	62.14	68.43	51.36	62.84	55.74	66.82	89.72	73.15
peak23089	chr13	63080464	63115824	.	35361	101.19	111.52	100.88	120.44	97.09	105.16	123.49	122.6
peak23090	chr13	63119019	63123904	.	4886	13.31	10.14	5.5	11.97	15.28	13.15	16.89	19.57
peak23091	chr13	63166569	63189625	.	23057	76.34	67.59	100.88	77.8	78.21	76.68	90.77	90.66
peak23092	chr13	63194226	63208254	.	14029	63.02	58.29	53.19	59.84	61.13	65.73	49.61	79.33
peak23093	chr13	63224725	63237414	.	12690	94.09	83.64	88.96	96.5	86.3	84.35	97.11	94.78
peak23095	chr13	63351213	63355230	.	4018	11.54	14.36	9.17	11.97	7.19	8.76	15.83	7.21
peak23097	chr13	63377539	63383466	.	5928	11.54	11.83	9.17	11.97	13.48	7.67	14.78	31.94
peak23098	chr13	63389199	63427343	.	38145	400.33	399.61	374.18	438.35	329.93	339.58	409.53	363.67
peak23099	chr13	63431077	63506681	.	75605	534.36	571.96	559.43	556.55	548.38	557.57	607.96	599.6
peak23100	chr13	63567318	63589694	.	22377	1270.22	1218.27	1256.42	1270.18	1620.88	1537.97	1342.59	1506.21
peak23101	chr13	63595446	63602471	.	7026	55.92	60.83	66.03	72.56	65.63	61.34	69.66	61.81
peak23102	chr13	63606405	63700837	.	94433	1479.71	1502.14	1527.88	1487.11	1426.7	1525.92	1469.24	1530.93
peak23103	chr13	63702512	63750564	.	48053	916.05	937.78	941.86	931.32	856.74	894.96	866.56	902.49
peak23104	chr13	63757192	63805294	.	48103	956.88	937.78	907.93	908.88	932.25	946.44	897.17	918.97
peak23106	chr13	63910266	64014668	.	104403	2013.18	1966.8	1962.59	2004.01	1976.88	1898.36	1916.77	1925.51
peak23107	chr13	64015728	64094879	.	79152	1809.02	1848.53	1839.7	1901.53	1904.06	1935.61	1774.28	1843.09
peak23108	chr13	64153124	64168327	.	15204	334.64	337.94	357.67	326.9	379.37	343.96	427.47	391.49
peak23109	chr13	64266915	64283627	.	16713	395.89	439.32	398.02	380.76	538.49	525.8	470.75	538.81
peak23110	chr13	64312797	64335384	.	22588	299.14	332.87	308.14	273.78	310.15	310	363.09	299.8
peak23111	chr13	64336632	64457486	.	120855	2121.47	2056.36	2062.55	2146.14	2423.67	2338.72	2235.53	2322.15
peak23112	chr13	64460753	64488746	.	27994	575.19	613.36	582.36	576	518.72	571.81	545.69	530.57
peak23114	chr13	65026812	65057292	.	30481	303.57	280.49	291.64	299.22	237.33	246.47	258.6	262.71
peak23115	chr13	65112632	65156296	.	43665	1427.33	1466.66	1507.71	1532	1584.02	1581.79	1511.46	1548.45
peak23116	chr13	65156826	65194210	.	37385	924.93	924.26	931.77	962.73	921.46	898.24	857.06	900.43
peak23117	chr13	65202224	65211343	.	9120	147.35	142.78	142.15	136.14	138.44	119.4	121.38	105.08
peak23118	chr13	65214693	65241083	.	26391	856.58	779.79	847.4	857.26	866.63	911.39	797.95	900.43
peak23119	chr13	65255884	65259605	.	3722	40.83	27.04	23.84	24.69	29.67	32.86	25.33	26.79
peak23120	chr13	65307503	65323534	.	16032	159.78	126.73	126.56	133.15	121.36	129.26	118.22	118.48
peak23121	chr13	65443571	65450383	.	6813	38.17	45.62	36.68	44.88	58.43	33.96	43.28	49.45
peak23122	chr13	65677747	65681685	.	3939	37.28	21.12	36.68	50.12	26.97	40.53	30.61	44.3
peak23123	chr13	65714727	65722647	.	7921	80.78	58.29	55.94	58.35	58.43	58.06	61.22	62.84
peak23125	chr13	66375283	66378676	.	3394	35.51	26.19	32.1	25.43	25.17	35.05	33.78	21.63
peak23126	chr13	66865977	66873248	.	7272	127.82	125.04	117.39	126.42	114.17	128.16	111.88	137.02
peak23127	chr13	66881814	66897964	.	16151	191.73	195.16	183.42	195.99	171.71	171.98	191.04	213.26
peak23128	chr13	67024660	67031149	.	6490	65.69	49	56.86	41.14	53.04	37.24	31.66	42.24
peak23129	chr13	67106212	67129564	.	23353	844.15	860.9	859.32	831.83	1038.33	1015.45	882.39	999.33
peak23130	chr13	67144357	67173570	.	29214	746.51	759.52	766.69	767.49	881.91	845.66	841.23	865.4
peak23131	chr13	67186197	67195536	.	9340	264.52	273.73	268.71	285.75	283.18	269.47	260.71	246.23
peak23132	chr13	67203586	67226178	.	22593	155.34	161.37	144.9	138.39	156.42	132.55	151.99	154.54
peak23133	chr13	67234971	67239590	.	4620	51.48	49	70.62	62.84	50.34	60.25	55.94	70.06
peak23134	chr13	67269422	67304363	.	34942	644.43	697.84	693.33	697.93	737.17	685.73	709.29	709.83
peak23135	chr13	67375713	67386962	.	11250	260.08	297.39	254.95	278.27	300.26	272.76	305.04	325.55
peak23136	chr13	67399752	67406556	.	6805	82.55	101.38	99.96	123.43	106.98	106.26	112.94	113.33
peak23137	chr13	67418453	67438081	.	19629	483.77	495.93	490.65	515.4	535.8	503.89	493.97	566.63
peak23138	chr13	67452326	67468341	.	16016	244.1	285.56	252.2	261.82	238.23	259.61	281.82	233.86
peak23139	chr13	67501503	67506292	.	4790	51.48	41.4	51.36	51.62	43.15	39.44	51.72	51.51
peak23140	chr13	67525939	67536252	.	10314	201.5	207.83	194.42	212.44	195.08	213.61	212.15	190.59
peak23141	chr13	67552805	67586922	.	34118	784.68	838.93	787.79	793.68	809.09	794.18	732.51	846.85
peak23142	chr13	67637813	67641839	.	4027	45.27	42.24	53.19	50.87	50.34	54.77	54.89	58.72
peak23143	chr13	67647144	67658230	.	11087	115.39	104.76	102.71	98.74	98.89	113.92	113.99	107.14
peak23144	chr13	67684578	67703946	.	19369	442.94	472.27	474.14	447.33	448.6	446.93	464.42	429.61
peak23145	chr13	67735440	67742158	.	6719	62.14	54.07	53.19	61.34	59.33	49.29	47.5	68
peak23146	chr13	67757067	67779424	.	22358	1603.09	1523.26	1584.74	1629.24	1979.57	1965.18	1807	1914.18
peak23147	chr13	67792346	67810735	.	18390	606.26	599	573.19	595.44	664.35	703.26	573.13	622.26
peak23148	chr13	67831946	67869118	.	37173	805.09	779.79	796.04	789.94	809.99	784.32	781.06	863.34
peak23149	chr13	67873819	67876658	.	2840	36.39	26.19	37.6	32.91	37.76	32.86	32.72	28.85
peak23151	chr13	68549192	68558160	.	8969	137.59	109.83	122.89	114.45	81.81	89.82	99.22	104.05
peak23152	chr13	68594287	68611813	.	17527	519.27	579.57	563.1	550.56	575.35	569.62	560.47	540.87
peak23153	chr13	68994645	69003705	.	9061	184.63	188.4	172.41	195.24	226.55	237.71	216.38	230.77
peak23154	chr13	69439599	69444443	.	4845	33.73	32.95	27.51	38.15	24.27	23	26.39	32.97
peak23155	chr13	69469026	69491945	.	22920	1783.28	1734.47	1714.05	1670.39	2231.29	2148.12	1945.27	2048.11
peak23156	chr13	69538345	69573988	.	35644	885.87	879.49	972.12	868.48	984.39	1047.22	941.5	978.73
peak23157	chr13	69599609	69612144	.	12536	101.19	98.85	110.05	115.2	142.04	145.69	128.77	135.99
peak23158	chr13	69645056	69670038	.	24983	673.72	699.53	677.73	693.44	666.15	639.72	633.29	606.81
peak23159	chr13	69674654	69676940	.	2287	39.06	46.47	51.36	35.91	29.67	30.67	31.66	28.85
peak23160	chr13	69687178	69707590	.	20413	417.19	438.48	429.2	418.16	417.13	402.02	424.31	405.91
peak23161	chr13	69717248	69746533	.	29286	1066.06	1049.3	1053.74	1003.88	1168.69	1132.66	1090.32	1162.11
peak23162	chr13	69775912	69810419	.	34508	965.76	963.13	962.04	963.48	1000.57	997.93	1013.27	1013.75
peak23163	chr13	69823905	69844916	.	21012	405.65	401.3	365	384.5	373.98	359.3	349.37	364.7
peak23164	chr13	70635327	70670124	.	34798	593.84	566.89	573.19	587.96	560.07	526.9	577.35	535.72
peak23166	chr13	70830750	70850364	.	19615	277.83	266.13	266.88	291.74	258.91	237.71	262.82	283.32
peak23167	chr13	71085790	71092052	.	6263	63.02	66.74	42.19	62.84	62.03	59.15	52.77	71.09
peak23168	chr13	71954976	71970100	.	15125	652.42	625.19	640.13	578.24	762.34	714.21	773.68	770.62
peak23170	chr13	72620697	72642644	.	21948	1333.24	1339.08	1328.87	1312.82	1746.74	1781.15	1693.01	1726.68
peak23171	chr13	73252244	73283039	.	30796	2345.16	2302.21	2358.77	2252.37	3175.23	3116.47	2867.77	2911.45
peak23172	chr13	73289431	73313888	.	24458	1045.65	1047.61	1065.67	1007.62	1096.77	1071.32	979.5	1066.3
peak23173	chr13	73335076	73394789	.	59714	2513.81	2508.35	2541.28	2593.47	2677.19	2711.16	2449.8	2436.51
peak23174	chr13	73396698	73467383	.	70686	4149.74	4237.75	4128.77	4174.1	4858.14	4832.99	4551.28	4648.43
peak23175	chr13	73488292	73493739	.	5448	17.75	12.67	12.84	16.46	11.69	12.05	15.83	25.76
peak23176	chr13	73519113	73556627	.	37515	2694.01	2739	2707.27	2713.91	3159.95	3223.82	2927.93	3076.29
peak23177	chr13	73562466	73603976	.	41511	2543.11	2523.56	2598.14	2553.08	2919.02	2900.67	2595.45	2791.94
peak23180	chr13	73648919	73681285	.	32367	295.59	378.49	323.74	362.8	356.9	338.48	408.48	349.25
peak23181	chr13	73690382	73698944	.	8563	15.98	7.6	7.34	14.96	15.28	8.76	13.72	17.51
peak23182	chr13	73700995	73737410	.	36416	63.91	48.16	57.78	41.89	72.82	74.49	113.99	92.72
peak23183	chr13	73751438	73760409	.	8972	7.1	8.45	13.76	2.99	4.49	8.76	11.61	8.24
peak23184	chr13	73818071	73900003	.	81933	3661.54	3648.05	3617.95	3578.65	4166.81	4237.08	3947.54	4045.74
peak23185	chr13	73963212	74018297	.	55086	3688.17	3551.74	3613.36	3527.78	4544.39	4427.68	4120.64	4388.81
peak23186	chr13	74062719	74111767	.	49049	3002.91	2949.36	2953.97	2945.8	3463.81	3460.43	3178.09	3336.94
peak23187	chr13	74117515	74166096	.	48582	2179.17	2117.19	2135	2142.4	2411.99	2447.17	2296.75	2394.27
peak23188	chr13	74209685	74298629	.	88945	5845.15	5731.44	5866.67	5697.12	6864.68	6744.5	6217.9	6378.2
peak23189	chr13	74364593	74371358	.	6766	45.27	46.47	53.19	50.87	35.06	44.91	49.61	38.12
peak23190	chr13	74384040	74417893	.	33854	2220	2189	2270.73	2173.07	2692.47	2597.24	2413.91	2456.09
peak23191	chr13	74423123	74444621	.	21499	363.93	386.94	343.91	335.12	309.25	312.19	293.43	316.28
peak23192	chr13	74462678	74475198	.	12521	419.86	406.37	406.27	460.05	445	430.5	435.92	447.12
peak23193	chr13	74493754	74507330	.	13577	226.35	216.28	178.83	190	191.48	220.18	191.04	184.41
peak23194	chr13	74509921	74528247	.	18327	95.87	106.45	120.14	103.98	133.05	128.16	105.55	123.63
peak23195	chr13	74531075	74549402	.	18328	332.87	311.75	343.91	329.14	337.12	354.92	329.31	324.52
peak23196	chr13	74563867	74577576	.	13710	211.26	189.25	193.51	203.47	205.87	198.27	175.21	189.56
peak23197	chr13	74579488	74602156	.	22669	565.43	579.57	633.71	593.2	624.8	616.72	655.46	577.96
peak23198	chr13	74617383	74639861	.	22479	739.41	702.91	757.52	786.2	890	909.2	818.01	816.98
peak23200	chr13	74811285	74835135	.	23851	1003.93	989.32	998.72	1017.34	1106.66	1132.66	1044.94	1037.45
peak23201	chr13	74840196	74877154	.	36959	1822.34	1825.72	1870.88	1833.46	2251.07	2335.43	2009.66	2233.55
peak23202	chr13	74889327	74990672	.	101346	1371.41	1369.5	1396.74	1386.88	1317.02	1421.85	1277.14	1343.43
peak23204	chr13	75005503	75014641	.	9139	83.44	76.88	70.62	88.27	89	65.73	83.38	81.39
peak23205	chr13	75047569	75053961	.	6393	47.93	59.98	47.69	61.34	58.43	49.29	55.94	51.51
peak23206	chr13	75058632	75071791	.	13160	150.01	175.73	172.41	146.62	159.12	182.94	159.38	199.87
peak23207	chr13	75075119	75078543	.	3425	59.47	51.54	47.69	62.09	70.12	61.34	66.5	69.03
peak23208	chr13	75083639	75100903	.	17265	624.9	650.53	642.89	642.57	801.9	789.8	773.68	836.55
peak23209	chr13	75119055	75137505	.	18451	283.16	283.02	281.55	266.3	305.66	284.81	308.2	271.98
peak23210	chr13	75140299	75163049	.	22751	218.36	233.18	217.35	229.65	220.25	238.8	230.1	242.11
peak23211	chr13	75181482	75205981	.	24500	306.24	288.09	280.63	273.78	317.34	310	267.04	283.32
peak23212	chr13	75214931	75251756	.	36826	537.91	560.98	521.83	559.54	551.08	529.09	530.91	503.79
peak23213	chr13	75548405	75566202	.	17798	94.09	90.4	83.46	100.99	64.73	90.92	97.11	71.09
peak23215	chr13	75585583	75596345	.	10763	43.49	50.69	50.44	42.64	40.45	42.72	41.16	50.48
peak23216	chr13	75601613	75605886	.	4274	25.74	31.26	29.35	26.93	24.27	25.19	24.28	22.67
peak23217	chr13	75615166	75769753	.	154588	2881.3	2962.88	2792.56	2850.8	3254.34	3192.05	3104.2	3142.22
peak23218	chr13	75772719	75795837	.	23119	352.4	375.96	368.67	404.69	363.19	356.01	379.98	365.73
peak23219	chr13	75797540	75822449	.	24910	319.55	294.01	304.48	322.41	326.33	366.97	319.81	341.01
peak23220	chr13	75830670	75840175	.	9506	114.51	114.9	100.88	97.25	106.98	99.68	117.16	95.81
peak23221	chr13	75851461	75860991	.	9531	75.45	81.95	68.78	68.07	74.62	67.92	83.38	62.84
peak23222	chr13	75864637	75953416	.	88780	1641.26	1617.04	1664.53	1677.12	1923.84	1764.72	1855.55	1861.64
peak23223	chr13	75955841	75998415	.	42575	804.21	832.17	784.12	840.06	776.73	761.32	764.18	794.31
peak23224	chr13	76020687	76059874	.	39188	2475.64	2389.23	2351.44	2384.77	2988.24	3034.31	2745.33	2836.24
peak23225	chr13	76079740	76083602	.	3863	24.85	34.64	29.35	32.91	43.15	35.05	30.61	50.48
peak23226	chr13	76217691	76230260	.	12570	147.35	141.09	145.82	140.63	115.07	99.68	124.55	95.81
peak23227	chr13	76241177	76248059	.	6883	39.94	53.23	39.44	53.11	36.86	50.39	47.5	42.24
peak23228	chr13	76267583	76271054	.	3472	31.96	39.71	46.77	35.16	32.36	26.29	29.55	26.79
peak23229	chr13	76287558	76290990	.	3433	42.61	32.95	36.68	37.4	29.67	30.67	28.5	41.21
peak23230	chr13	76301028	76309933	.	8906	74.56	68.43	73.37	70.32	68.32	69.01	61.22	66.97
peak23232	chr13	76378138	76390800	.	12663	602.71	589.7	586.03	542.33	682.33	658.35	663.9	706.74
peak23234	chr13	76680246	76686032	.	5787	37.28	49.85	32.1	35.91	25.17	38.34	43.28	30.91
peak23238	chr13	76827132	76855838	.	28707	268.96	291.47	291.64	270.04	262.5	276.05	303.98	270.95
peak23239	chr13	76917776	76923038	.	5263	37.28	41.4	27.51	39.65	32.36	40.53	33.78	30.91
peak23240	chr13	76946663	76988750	.	42088	410.09	435.1	444.79	461.54	408.14	432.69	405.31	410.03
peak23241	chr13	76998804	77003277	.	4474	38.17	37.17	36.68	30.67	26.07	14.24	31.66	35.03
peak23242	chr13	77008418	77019102	.	10685	105.63	102.23	133.9	115.95	100.69	130.35	111.88	107.14
peak23243	chr13	77138053	77172558	.	34506	188.18	210.37	197.18	183.27	172.61	182.94	189.99	188.53
peak23247	chr13	77683349	77708782	.	25434	759.82	743.47	722.67	746.55	827.07	764.6	739.9	738.68
peak23249	chr13	78158564	78219377	.	60814	6707.94	6758.78	6554.49	6439.18	9680.32	9548.77	8556.87	9385.46
peak23253	chr13	80845027	80849404	.	4378	58.58	48.16	47.69	40.39	43.15	36.15	43.28	45.33
peak23254	chr13	80852640	80882959	.	30320	1184.12	1159.98	1216.99	1217.07	1504.01	1510.58	1423.86	1462.94
peak23255	chr13	80899440	80930267	.	30828	503.3	524.65	519.08	525.88	537.6	525.8	508.75	524.39
peak23256	chr13	80933720	80977669	.	43950	764.26	805.98	797.87	832.57	840.55	917.96	883.45	894.25
peak23257	chr13	80982160	81061785	.	79626	1142.4	1143.92	1241.75	1211.83	1130.93	1190.72	1159.99	1162.11
peak23258	chr13	81065997	81084772	.	18776	182.86	196	197.18	199.73	182.49	204.84	179.43	178.23
peak23259	chr13	81088352	81197747	.	109396	2004.3	1996.37	2022.2	2060.12	2272.64	2175.5	2090.93	2183.07
peak23260	chr13	81204173	81293765	.	89593	1761.98	1756.44	1774.58	1863.38	1827.65	1835.92	1775.34	1831.76
peak23261	chr13	81295634	81451031	.	155398	5040.05	4966.01	5055.04	5130.1	5879.39	5908.69	5513.89	5688.97
peak23263	chr13	81460453	81465755	.	5303	51.48	29.57	34.85	41.89	47.65	51.48	58.05	47.39
peak23264	chr13	81474915	81487895	.	12981	100.3	116.59	89.88	102.48	87.2	77.77	78.11	80.36
peak23265	chr13	81502595	81513099	.	10505	89.65	114.9	88.04	106.22	83.61	92.02	89.72	83.45
peak23266	chr13	81517685	81527910	.	10226	119.83	120.81	119.22	124.92	107.88	101.87	128.77	117.45
peak23267	chr13	81543603	81551298	.	7696	62.14	78.57	55.94	71.06	48.55	53.68	59.11	54.6
peak23268	chr13	81557492	81583783	.	26292	271.62	261.9	277.88	279.02	233.74	238.8	265.98	267.86
peak23269	chr13	81593551	81602700	.	9150	113.62	136.02	122.89	130.91	101.59	111.73	120.33	115.39
peak23270	chr13	81619151	81656067	.	36917	2662.94	2664.65	2651.33	2646.59	3469.2	3598.45	3213.97	3443.05
peak23271	chr13	81710958	81727365	.	16408	89.65	89.55	69.7	77.8	77.31	83.25	96.05	101.99
peak23272	chr13	81728832	81751496	.	22665	51.48	54.92	55.94	59.84	77.31	77.77	85.49	79.33
peak23273	chr13	81756866	81780824	.	23959	439.38	494.24	419.11	480.99	522.31	531.28	528.8	483.18
peak23274	chr13	81800820	81849701	.	48882	737.63	815.28	769.44	760.01	745.26	755.84	731.46	745.89
peak23276	chr13	81939633	81956393	.	16761	219.25	216.28	195.34	219.93	169.91	192.79	221.65	202.96
peak23280	chr13	83110980	83123378	.	12399	150.01	152.92	147.65	164.57	161.82	171.98	170.99	158.66
peak23282	chr13	83285595	83292192	.	6598	25.74	32.1	39.44	34.41	35.06	35.05	30.61	28.85
peak23283	chr13	83294760	83322107	.	27348	95.87	100.54	80.7	105.47	95.29	112.83	120.33	99.93
peak23284	chr13	83326130	83418056	.	91927	412.76	404.68	376.01	387.49	353.3	403.11	469.69	403.85
peak23285	chr13	83427157	83460189	.	33033	159.78	186.71	146.74	156.34	173.5	184.03	173.1	174.11
peak23286	chr13	83460849	83496258	.	35410	219.25	239.94	210.02	231.89	213.06	219.08	254.37	201.93
peak23287	chr13	83508486	83543987	.	35502	1839.2	1822.34	1832.36	1927.71	2384.12	2342.01	2063.49	2267.55
peak23288	chr13	83546539	83562305	.	15767	199.72	192.63	179.75	185.52	184.29	171.98	197.38	179.26
peak23289	chr13	83563322	83606765	.	43444	535.25	530.56	568.6	525.13	531.3	568.52	561.52	540.87
peak23290	chr13	83609294	83685875	.	76582	715.44	668.27	663.06	697.18	645.47	694.5	745.18	641.84
peak23291	chr13	83707628	83754318	.	46691	4918.45	4852.8	4844.11	4799.46	7751.08	7650.41	6760.42	7633.03
peak23292	chr13	83771293	83777680	.	6388	47.05	43.09	42.19	40.39	27.87	52.58	57	49.45
peak23293	chr13	83779251	83786452	.	7202	37.28	43.09	36.68	36.65	28.77	20.81	36.94	29.88
peak23295	chr13	84050025	84065042	.	15018	61.25	64.21	60.53	56.85	49.44	70.11	80.22	71.09
peak23296	chr13	84158278	84222108	.	63831	1534.74	1474.26	1582.91	1513.3	1673.02	1764.72	1561.07	1697.83
peak23297	chr13	84310880	84358262	.	47383	2217.34	2164.5	2199.2	2222.44	2867.78	2874.38	2630.29	2863.03
peak23299	chr13	84659900	84666289	.	6390	6.21	7.6	12.84	9.72	8.99	6.57	12.67	15.45
peak23300	chr13	84667016	84688485	.	21470	31.07	17.74	14.67	16.46	22.47	30.67	49.61	45.33
peak23301	chr13	84711722	84718786	.	7065	7.99	8.45	9.17	8.23	14.38	4.38	10.55	10.3
peak23302	chr13	84755823	84772304	.	16482	109.18	117.43	105.47	127.92	118.67	105.16	125.6	153.51
peak23303	chr13	84937826	84946767	.	8942	10.65	15.21	11.92	8.23	21.58	14.24	15.83	14.42
peak23305	chr13	85064465	85079325	.	14861	26.63	25.35	11.92	18.7	17.08	17.53	34.83	36.06
peak23306	chr13	85096494	85111282	.	14789	24.85	27.88	39.44	40.39	38.66	44.91	45.39	47.39
peak23307	chr13	85119404	85126469	.	7066	22.19	23.66	15.59	22.44	23.37	23	30.61	26.79
peak23308	chr13	85127579	85140656	.	13078	55.03	49.85	46.77	52.36	53.04	42.72	42.22	48.42
peak23309	chr13	85146867	85188330	.	41464	799.77	860.9	879.5	916.36	914.27	954.11	925.67	935.46
peak23310	chr13	85292652	85353948	.	61297	426.07	477.34	439.29	455.56	423.42	467.74	393.7	457.43
peak23311	chr13	85359473	85421390	.	61918	311.56	306.68	296.22	331.38	297.57	311.1	372.59	341.01
peak23312	chr13	85424890	85430398	.	5509	24.85	24.5	18.34	32.91	19.78	32.86	22.17	44.3
peak23313	chr13	85432059	85458130	.	26072	140.25	132.64	151.32	133.15	162.72	163.22	175.21	162.78
peak23314	chr13	85472205	85494253	.	22049	96.75	81.95	98.13	68.82	84.5	96.4	108.72	116.42
peak23316	chr13	85524482	85546000	.	21519	59.47	76.04	67.87	83.03	72.82	69.01	91.83	101.99
peak23317	chr13	85556256	85598675	.	42420	555.67	592.24	618.12	601.43	634.69	733.93	689.24	661.41
peak23318	chr13	85605255	85667771	.	62517	1315.49	1358.51	1385.73	1419.04	1477.04	1429.52	1408.03	1489.72
peak23319	chr13	85678756	85723064	.	44309	338.19	370.04	352.17	356.82	332.63	381.21	394.75	381.19
peak23320	chr13	85729441	85779206	.	49766	276.06	265.28	297.14	296.97	269.7	274.95	264.93	243.14
peak23321	chr13	85781083	85804925	.	23843	86.99	90.4	96.3	80.79	88.1	75.58	93.94	93.75
